ID#,q0,q12,q13,q14,q15,q16,q17,q18,q19,q20,q21,q22,q23,q24,q25,q26,q27,q28,q29,q30,q31,q32,q33,q34,q35,q36,q37,q38,q39_1,q39_2,q39_3,q39_4,q39_5,q39_6,q39_7,q39_8,q39_9,q40_1,q40_2,q40_3,q40_4,q40_5,q40_6,q40_7,q40_8,q40_9,q41,q42,q43,q44,q45,q46,q47_1,q47_2,q47_3,q47_4,q47_5,q47_6,q47_7,q47_8,q47_9,q47_10,q48_1,q48_2,q48_3,q48_4,q48_5,q48_6,q48_7,q48_8,q48_9,q48_10,q48_11,q48_12,q48_13,q48_14,q48_15,q48_16,q48_17,q48_18,q48_19,q48_20,q48_21,q49_1,q49_2,q49_3,q49_4,q49_5,q49_6,q49_7,q49_8,q49_9,q49_10,q49_11,q49_12,q49_13,q49_14,q49_15,q49_16,q49_17,q49_18,q50_1,q50_2,q50_3,q50_4,q50_5,q50_6,q50_7,q50_8,q50_9,q50_10,q50_11,q50_12,q51,q52,q53,q54,q55,q56_1,q56_2,q56_3,q56_4,q56_5,q56_6,q56_7,q56_8,q56_9,q56_10,q56_11,q57,q58,q59,q60,q61,q62,q63,q64,q65,q66,q69,q2001,q2002,Q701,Q702,Q703,Q704,Q705,Q706,Q903,Q914,Q980,Q981,Q915,Q999,Q919,Q921,Q1002,Q1003,Q934,Q1004,Q1005,Q922,RespNo,Q1001,Q1006,,WT,WT2,wt3
2008-3883,United Arab Emirates,1,3,1,1,1,9,4,1,1,1,3,4,2,2,2,1,2,4,2,3,2,2,5,5,1,2,2,,1,,,1,,,,,,,1,,1,,,,,2,2,2,3,1,2,1,,1,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,4,1,1,3,5,,,,1,1,,,,,,,2,1,5,3,2,3,3,2,2,2,1,,,33,1,1,2,2,,3,2,,,5,2,2,5,1,,1,,,2,337,1,,,1.00,0.08,0.08
2008-3884,United Arab Emirates,2,1,1,1,1,8,10,5,2,3,4,3,3,4,2,1,1,1,1,4,3,3,5,4,4,2,2,,1,,,,,,,1,,,1,,,,,,1,2,2,1,1,1,1,1,1,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,1,,1,,,,,,,,,,2,5,1,3,5,,,,1,1,,,,,,,1,2,3,3,1,3,3,2,6,4,1,,,22,2,1,2,2,,3,1,2,2,3,2,1,5,2,2,1,,,2,338,1,,,1.00,0.08,0.08
2008-3885,United Arab Emirates,3,5,1,1,1,6,9,3,3,4,4,4,3,5,2,4,2,4,1,3,2,1,7,4,5,2,2,,1,,,1,,,,,1,,1,,,,,,,3,2,4,2,2,1,1,1,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,1,,1,,,,,,,,1,3,3,2,5,,1,,,,1,,,,,,3,4,5,6,2,3,2,2,3,4,1,,,42,1,1,2,2,,1,1,4,4,6,4,1,4,1,,1,,,1,339,1,,,1.00,0.08,0.08
2008-3886,United Arab Emirates,3,1,4,1,1,7,4,1,3,4,3,2,4,1,1,1,1,2,4,3,3,3,4,5,1,2,2,,,1,,1,,,,,1,,1,,,,,,,1,1,1,2,1,1,1,,,,,,,,,1,,,,1,,1,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,1,,,,,,,,,,2,5,1,3,5,,,,1,,,,,1,,,2,1,4,1,1,3,1,2,4,3,4,,,37,1,1,2,2,15,4,1,4,4,5,2,1,4,1,,1,,,1,340,1,,,1.00,0.08,0.08
2008-3887,United Arab Emirates,4,4,1,1,1,3,1,4,1,2,3,2,3,2,3,5,1,4,4,3,2,2,4,3,6,2,2,,1,1,,,,,,,,,1,,,,1,,,3,2,2,2,1,2,1,1,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,1,3,3,2,5,,,,,,,,1,1,,,1,2,2,2,2,3,2,1,2,2,1,,,17,1,1,2,2,,3,2,,,3,2,1,4,2,5,1,,,1,341,1,,,1.00,0.08,0.08
2008-3888,United Arab Emirates,3,4,3,1,1,5,2,6,3,4,3,4,5,3,3,3,1,3,1,2,2,2,3,5,6,1,2,,,1,,1,,,,,,,1,,1,,,,,3,4,2,3,2,1,1,1,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,1,,1,,,,,,,,,,2,1,2,3,5,,,,1,,,,,1,,,2,2,3,2,2,3,3,1,3,3,1,,,40,1,1,2,2,,4,3,6,,2,1,2,4,1,,1,,,1,342,2,4,,1.00,0.08,0.08
2008-3889,United Arab Emirates,2,1,3,1,1,3,1,3,1,1,2,3,2,3,2,5,1,4,1,4,3,3,5,4,6,2,4,,,1,1,,,,,,1,,1,,,,,,,4,1,1,1,2,2,1,,,,,1,,,,,,,1,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,1,,1,,,,,,,,,,2,2,2,5,5,,,,,1,,,1,,,,2,1,3,3,1,3,2,2,2,2,4,,,32,1,1,2,2,,4,2,,,1,1,2,4,2,1,1,,,1,343,2,1,,1.00,0.08,0.08
2008-3890,United Arab Emirates,5,1,5,1,1,4,1,4,3,3,3,2,1,3,3,5,2,1,2,6,3,3,7,7,6,2,2,,,1,1,,,,,,,1,1,,,,,,,3,1,1,1,1,1,1,1,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,2,2,2,3,5,,,,1,,,,,1,,,2,3,3,2,1,3,3,2,2,2,1,,,28,1,1,2,2,,6,1,3,3,4,1,2,6,1,,2,,,1,344,1,,,1.00,0.08,0.08
2008-3891,United Arab Emirates,1,1,4,1,1,9,4,2,3,2,4,4,2,3,3,1,2,4,1,2,1,1,1,7,7,1,2,,,1,,,1,,,,,,1,,,1,,,,4,1,2,1,2,1,,1,,,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,1,,,,,,,,3,4,3,2,5,,1,1,,,,,,,,,2,1,2,1,1,3,2,1,1,1,1,,,21,1,1,2,2,,2,2,,,4,3,1,6,1,,1,,,1,345,1,,,1.00,0.08,0.08
2008-3892,United Arab Emirates,2,1,5,1,1,4,2,2,3,4,2,4,1,3,2,2,3,1,3,4,3,3,4,7,1,2,2,,1,1,,,,,,,1,,,,,,,,1,4,4,4,2,3,3,1,,1,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,1,,,,,,1,1,,,,,,,,,,,2,1,1,3,5,,,,1,,,,1,,,,1,1,2,3,2,2,2,2,5,3,4,,,23,1,1,2,2,,3,2,,,4,2,1,5,1,,1,,,1,346,1,,,1.00,0.08,0.08
2008-3893,United Arab Emirates,1,4,4,1,1,4,1,2,3,1,1,6,2,1,2,2,1,1,2,2,2,2,2,3,1,2,2,1,,1,,,,,,,,1,1,,,,,,,2,2,2,3,2,1,,1,1,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,2,1,1,2,5,,,,1,1,,,,,,,3,2,2,1,2,3,1,2,1,1,4,,,35,1,1,2,2,,3,1,2,2,3,3,1,6,1,,1,,,1,347,1,,,1.00,0.08,0.08
2008-3894,United Arab Emirates,2,4,4,1,1,4,7,3,1,3,1,1,4,4,1,2,2,2,3,3,2,2,5,5,1,2,3,1,,1,,,,,,,,1,1,,,,,,,4,4,1,3,5,1,1,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,2,1,3,2,5,,,,,,,,1,1,,,3,3,2,3,1,3,2,2,4,3,1,,,22,1,1,2,2,,3,2,,,4,2,1,5,2,5,1,,,1,348,1,,,1.00,0.08,0.08
2008-3895,United Arab Emirates,3,2,2,2,1,4,8,2,2,3,1,4,4,1,3,4,2,3,1,3,2,3,3,1,6,2,3,1,,1,,,,,,,1,,1,,,,,,,1,4,4,3,1,2,1,,,,,,,,,1,,,,,1,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,1,,,,,,,1,,,,,1,1,1,3,5,,,,,1,,,1,,,,3,3,1,3,2,3,2,2,3,3,4,,,17,1,2,2,2,,1,2,,,3,2,1,5,2,5,1,,,2,349,1,,,1.00,0.08,0.08
2008-3896,United Arab Emirates,2,5,1,1,1,7,3,1,4,3,1,4,2,1,2,3,1,3,3,4,4,3,5,6,6,2,2,,1,,,,1,,,,1,,1,,,,,,,2,1,1,2,2,1,1,1,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,1,,,,,,1,,,,,2,1,6,3,5,,,,1,1,,,,,,,2,4,3,6,1,3,3,2,2,3,6,,,47,1,2,2,2,,1,1,2,2,3,3,1,6,1,,1,,,1,350,1,,,1.00,0.08,0.08
2008-3897,United Arab Emirates,3,2,4,2,1,1,8,2,1,1,1,4,5,4,3,3,2,2,3,3,2,2,5,5,5,3,2,,,1,1,,,,,,1,,1,,,,,,,4,4,2,1,1,1,,1,1,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,1,,1,,,,,,,,2,3,2,3,5,,,,1,1,,,,,,,3,1,3,1,2,3,1,2,1,3,1,,,28,1,1,2,2,,4,1,1,1,3,2,2,4,1,,1,,,1,351,2,2,,1.00,0.08,0.08
2008-3898,United Arab Emirates,3,2,1,1,1,4,9,4,1,3,2,1,3,4,4,4,1,1,3,4,3,3,5,6,6,2,2,,,1,,1,,,,,,1,1,,,,,,,3,1,1,2,2,1,1,,,,,,,,,1,,,,,,1,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,1,,,1,,1,,,,,,,,,,3,1,3,2,5,,,,1,1,,,,,,,3,3,3,3,1,3,4,2,3,3,1,,,32,1,1,2,2,,6,3,6,,5,2,1,5,1,,1,,,1,352,1,,,1.00,0.08,0.08
2008-3899,United Arab Emirates,2,4,3,1,1,1,8,1,2,1,4,3,1,3,3,4,2,2,2,3,2,2,3,5,1,2,3,,1,1,,,,,,,1,,1,,,,,,,2,2,2,3,2,1,1,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,1,3,3,1,5,,,,,1,,,1,,,,1,2,5,3,3,3,1,1,5,3,1,,,39,2,2,2,2,,1,1,5,5,6,3,2,3,1,,1,,,2,353,2,1,,1.00,0.08,0.08
2008-3900,United Arab Emirates,3,4,1,1,1,4,8,3,4,3,2,4,3,2,3,3,2,2,2,3,3,2,5,6,6,2,2,,,1,,1,,,,,,,1,,1,,,,,3,1,1,3,3,3,1,,,,,,,,,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,1,,,,,,,,2,2,2,3,5,,,,1,1,,,,,,,3,3,2,3,1,3,3,2,2,2,4,,,39,1,1,2,2,,4,1,5,5,6,2,2,5,1,,1,,,1,354,2,12,,1.00,0.08,0.08
2008-3901,United Arab Emirates,3,3,4,1,1,6,3,2,3,2,3,3,1,3,3,2,1,2,2,2,4,2,5,5,5,2,2,1,,1,,,,,,,1,,1,,,,,,,3,4,1,3,3,1,1,1,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,1,3,3,2,5,,,,1,,,,,1,,,2,3,2,3,1,4,2,1,3,3,1,,,39,2,2,2,2,,3,1,5,5,6,2,1,5,1,,1,,,2,355,1,,,1.00,0.08,0.08
2008-3902,United Arab Emirates,4,4,1,1,1,7,1,3,2,2,2,4,1,2,3,1,2,1,1,1,1,2,1,5,4,1,3,1,,1,,,,,,,1,,1,,,,,,,1,4,4,3,2,3,,,1,,,,,,,1,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,1,,1,,,,,,,,2,3,3,2,5,,,,,,1,1,,,,,3,1,3,3,2,3,2,1,3,3,5,,,31,1,1,2,2,,3,1,1,1,2,2,1,5,1,,1,,,1,356,1,,,1.00,0.08,0.08
2008-3903,United Arab Emirates,4,2,3,1,1,1,4,1,1,1,1,2,3,1,3,3,2,2,3,4,2,3,5,5,1,2,2,,1,1,,,,,,,1,,1,,,,,,,2,2,2,3,1,1,1,1,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,1,1,,,,,,,,,1,3,3,2,5,,,,1,1,,,,,,,3,4,5,3,2,3,2,2,4,3,5,,,53,2,2,2,2,15,1,3,4,2,2,1,1,6,2,2,1,,,2,357,1,,,1.00,0.08,0.08
2008-3904,United Arab Emirates,2,1,5,1,1,4,7,4,3,4,1,1,4,3,2,4,1,2,2,3,2,2,2,4,4,2,2,1,,1,,,,,,,,1,1,,,,,,,3,1,1,3,2,1,1,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,,1,,,,,,,,,,3,1,1,3,5,,,,1,,,,1,,,,2,1,1,1,1,3,1,2,2,4,2,,,20,1,1,2,2,,3,2,,,1,1,1,5,2,5,1,,,1,358,1,,,1.00,0.08,0.08
2008-3905,United Arab Emirates,2,3,1,1,1,4,8,2,3,2,1,4,2,2,3,3,2,1,3,3,2,1,7,4,4,2,3,1,,1,,,,,,,1,,1,,,,,,,2,4,1,2,2,1,,,1,,,,,,,1,,,,,1,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,1,,,,1,,1,,,,,,,,,,1,5,3,2,5,,1,1,,,,,,,,,5,3,5,3,2,2,3,2,1,1,4,,,31,1,1,2,2,,3,1,4,4,5,2,2,4,1,,1,,,2,359,2,4,,1.00,0.08,0.08
2008-3906,United Arab Emirates,1,3,1,1,1,9,7,2,3,3,3,4,4,3,2,2,1,3,1,3,2,2,5,7,1,2,2,,1,1,,,,,,,,,1,1,,,,,,1,2,2,3,2,2,,1,1,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,1,1,,,,,,,,,1,3,3,2,5,,,,1,,,,1,,,,2,2,5,6,2,3,2,2,6,4,6,,,41,2,1,2,2,,4,1,4,4,5,2,2,2,1,,1,,,1,360,2,4,,1.00,0.08,0.08
2008-3907,United Arab Emirates,3,3,1,1,1,9,4,2,3,1,1,2,1,3,2,2,2,1,1,1,1,1,1,6,6,1,2,,,1,,,,,,1,1,,1,,,,,,,1,2,2,3,3,3,,1,,,,,,,,1,,,,,1,,,,,1,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,1,,1,,,,,,,,,,3,4,1,3,5,1,1,,,,,,,,,,3,3,5,1,2,3,1,1,1,1,1,,,25,1,1,2,2,,3,3,1,1,2,1,1,6,1,,1,,,2,361,1,,,1.00,0.08,0.08
2008-3908,United Arab Emirates,4,7,1,1,1,3,4,1,4,1,4,2,1,3,1,5,2,1,3,3,2,2,7,4,1,2,2,,,1,1,,,,,,,1,1,,,,,,,3,4,1,3,3,1,,1,,,,,,,,1,,,1,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,1,1,,,,,,,,,,1,2,2,3,5,,,,1,,,,,1,,,2,3,5,1,1,1,1,2,5,3,1,,,45,1,1,2,2,,3,2,,,4,2,1,5,1,,1,,,1,362,1,,,1.00,0.08,0.08
2008-3909,United Arab Emirates,1,2,1,1,1,4,10,3,1,4,2,4,2,1,3,4,2,1,1,1,4,1,5,6,6,2,2,1,,1,,,,,,,1,,1,,,,,,,3,1,2,3,2,1,,1,1,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,1,,,,,,,,,,2,3,6,1,5,1,1,,,,,,,,,,2,3,1,2,2,2,3,1,1,1,4,,,28,1,1,2,2,,3,1,5,5,6,2,1,5,2,3,1,,,2,363,1,,,1.00,0.08,0.08
2008-3910,United Arab Emirates,5,1,3,1,1,10,4,2,4,6,2,3,2,1,1,4,1,4,4,3,2,3,2,6,6,1,2,1,1,,,,,,,,,,1,,,1,,,,3,2,2,3,3,3,1,,1,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,1,3,5,1,5,,,,,1,,,,1,,,2,3,4,2,3,3,3,1,4,3,1,,,53,1,2,2,2,,1,1,2,2,3,1,1,5,2,6,2,,,2,364,1,,,1.00,0.08,0.08
2008-3911,United Arab Emirates,4,3,7,1,1,4,1,4,3,3,2,3,2,2,2,4,2,2,2,4,3,3,7,5,1,2,2,,,1,,1,,,,,1,,1,,,,,,,3,1,1,3,3,1,1,1,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,1,1,,,,,,,,,,,2,4,1,2,5,,,,1,,,,1,,,,2,5,3,3,1,3,2,2,2,2,1,,,26,1,2,2,2,,1,1,2,2,3,2,1,5,2,1,1,,,1,365,1,,,1.00,0.08,0.08
2008-3912,United Arab Emirates,2,1,3,1,1,8,4,5,3,1,1,1,2,1,1,4,2,1,1,6,2,2,5,6,6,2,2,1,,1,,,,,,,,,1,,,,,,1,2,1,1,3,2,1,1,1,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,,1,,,,,,,,,,3,1,3,2,5,,,,1,,,,1,,,,3,2,2,3,1,3,2,4,3,3,2,,,19,1,1,2,2,,3,2,,,5,2,2,4,2,5,1,,,1,366,2,12,,1.00,0.08,0.08
2008-3913,United Arab Emirates,3,3,1,1,1,9,1,5,1,4,4,3,3,3,1,2,1,1,1,2,3,2,4,2,6,3,3,,,1,,1,,,,,1,,1,,,,,,,3,4,1,1,2,1,1,1,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,1,,1,,,,,,,,,,2,1,2,3,5,,,,1,,,,,1,,,1,3,3,4,1,3,1,2,2,2,1,,,24,1,2,1,2,,3,2,,,1,1,2,2,1,,1,,,1,367,2,5,,1.00,0.08,0.08
2008-3914,United Arab Emirates,1,1,2,1,1,6,4,4,4,1,5,2,2,3,1,2,2,3,2,3,2,2,5,1,1,2,2,,1,,1,,,,,,1,,1,,,,,,,3,4,1,2,2,3,,1,,,,,,,,1,,,,,1,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,2,1,1,3,5,,,,1,,,,,1,,,2,4,5,3,4,3,2,1,1,1,1,,,51,1,2,2,2,,1,1,2,6,1,2,1,6,2,6,1,,,2,368,1,,,1.00,0.08,0.08
2008-3915,United Arab Emirates,4,3,2,2,1,1,4,1,3,4,3,3,3,1,3,5,2,1,3,3,2,1,4,5,6,2,2,,1,,,1,,,,,1,,1,,,,,,,2,1,1,2,4,3,1,1,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,1,1,,,,1,,,,,,,,3,1,1,3,5,,1,,,,1,,,,,,2,3,4,2,1,4,3,4,2,2,4,,,45,2,1,2,2,,1,1,4,4,5,5,1,6,1,,1,,,1,369,1,,,1.00,0.08,0.08
2008-3916,United Arab Emirates,3,4,4,1,1,8,4,4,3,2,2,3,3,1,2,3,1,1,1,4,3,3,6,5,1,1,3,,1,,,1,,,,,,,1,,1,,,,,1,4,2,3,4,1,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,4,1,3,2,7,,,,,1,,,,1,,,3,1,3,1,1,1,2,2,2,2,1,,,30,1,1,2,2,,3,2,,,4,3,2,3,1,,1,,,1,370,2,11,,1.00,0.08,0.08
2008-3917,United Arab Emirates,2,1,3,1,1,3,9,1,2,2,3,2,2,3,4,4,1,1,4,6,2,2,7,6,6,2,2,,1,,,1,,,,,,,1,,,,1,,,2,1,1,3,3,3,1,1,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,1,1,,,,,,,,,1,2,3,2,5,,,,1,,,,1,,,,1,3,2,2,1,3,3,2,2,3,1,,,30,1,1,2,2,,3,2,,,2,2,1,6,1,,1,,,1,371,1,,,1.00,0.08,0.08
2008-3918,United Arab Emirates,5,1,3,1,1,4,8,3,1,1,1,1,6,2,3,1,2,2,2,3,2,2,4,6,6,2,2,1,,1,,,,,,,1,,1,,,,,,,2,1,1,2,2,1,1,1,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,1,1,,,,,,,,2,1,3,2,5,,,,,1,,,1,,,,7,2,3,2,1,3,3,1,5,3,1,,,58,1,2,2,2,18,2,1,3,6,2,2,2,6,2,7,2,,,1,372,1,,,1.00,0.08,0.08
2008-3919,United Arab Emirates,3,3,5,1,1,8,4,3,3,2,2,4,3,4,3,2,4,2,4,3,2,4,7,6,1,1,2,,1,,,1,,,,,1,,1,,,,,,,1,1,2,2,1,3,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,1,1,1,2,5,,,,,1,,,,,,1,1,2,5,1,2,3,3,2,3,3,4,,,33,1,2,2,2,,1,1,3,3,4,2,1,6,1,,1,,,2,373,1,,,1.00,0.08,0.08
2008-3920,United Arab Emirates,4,1,2,1,1,8,4,1,4,3,4,4,4,2,1,1,2,3,2,4,3,3,3,8,8,2,3,,1,,,1,,,,,1,,1,,,,,,,4,2,1,2,3,1,1,1,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,,1,,,,,,,,,,2,1,1,2,5,,,,1,,,,,1,,,5,3,4,6,2,3,2,2,3,3,1,,,49,1,2,2,2,,1,1,3,1,2,2,1,5,2,2,1,,,1,374,1,,,1.00,0.08,0.08
2008-3921,United Arab Emirates,2,1,4,1,1,5,3,2,6,4,2,3,2,3,1,1,2,1,1,4,4,3,5,6,1,2,2,,1,,1,,,,,,1,,1,,,,,,,1,4,1,3,1,1,1,1,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,4,1,1,2,5,,,,1,1,,,,,,,2,2,5,3,1,4,3,2,2,2,2,,,40,1,1,2,2,,4,1,2,2,3,2,2,4,1,,1,,,1,375,2,5,,1.00,0.08,0.08
2008-3922,United Arab Emirates,3,1,1,1,1,4,3,3,4,3,2,3,1,2,3,2,1,1,1,2,2,2,5,2,2,1,2,1,1,,,,,,,,,,1,,,1,,,,3,2,2,1,2,2,,1,1,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,1,1,,,,,,,,1,,,,1,1,5,2,5,,,,1,,,,,1,,,2,1,4,1,2,2,2,2,3,4,3,,,30,1,1,2,2,,3,1,3,3,4,1,1,4,1,,1,,,2,376,1,,,1.00,0.08,0.08
2008-3923,United Arab Emirates,4,4,3,1,1,4,7,3,1,1,1,4,5,3,3,3,1,1,3,6,1,1,2,5,5,2,2,1,,1,,,,,,,,1,1,,,,,,,4,2,2,3,3,2,,1,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,1,,,,,,,1,,,,,2,1,5,1,5,,1,,,,,1,,,,,3,1,5,3,2,3,3,1,1,1,1,,,51,2,1,2,2,,5,2,,,5,2,2,4,1,,1,,,1,377,2,4,,1.00,0.08,0.08
2008-3924,United Arab Emirates,2,5,1,1,1,7,5,1,3,2,3,5,4,2,3,4,2,2,2,3,2,2,5,6,6,2,1,,1,1,,,,,,,,,1,1,,,,,,3,4,4,1,4,1,1,1,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,1,3,3,2,5,,,,1,,,,,1,,,2,2,5,2,2,3,3,2,4,3,1,,,39,1,1,2,2,,3,3,3,3,3,2,1,5,1,,1,,,1,378,1,,,1.00,0.08,0.08
2008-3925,United Arab Emirates,3,5,3,1,1,10,7,3,4,4,2,2,3,3,2,1,1,3,4,2,2,2,4,4,1,1,2,,1,1,,,,,,,1,,1,,,,,,,3,2,1,3,1,1,,1,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,1,,,,,,,,,2,2,3,2,5,,,,1,,,,1,,,,2,1,4,3,2,2,2,1,1,3,4,,,32,1,1,2,2,,5,1,1,1,3,1,2,6,1,,1,,,1,379,1,,,1.00,0.08,0.08
2008-3926,United Arab Emirates,2,5,1,1,1,10,3,2,4,3,2,1,2,2,3,5,2,2,3,3,2,3,6,5,1,2,3,,1,1,,,,,,,1,,1,,,,,,,1,4,1,3,2,3,1,1,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,1,,,,,,1,,,,,1,3,3,2,5,,,,,1,,,,,,1,5,3,2,2,4,3,3,2,2,2,4,,,18,1,1,2,2,,3,2,,,6,4,1,6,2,5,1,,,1,380,1,,,1.00,0.08,0.08
2008-3927,United Arab Emirates,2,3,4,1,1,1,7,2,3,2,1,4,1,2,3,2,3,4,2,6,4,4,6,7,1,2,2,,1,1,,,,,,,1,,1,,,,,,,3,1,2,3,2,1,1,1,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,1,,,,,,1,,,,2,1,2,1,5,,,,1,,,,1,,,,3,1,3,3,2,3,2,2,2,2,4,,,48,1,2,2,2,,1,1,5,4,5,3,2,5,1,,1,,,1,381,1,,,1.00,0.08,0.08
2008-3928,United Arab Emirates,3,5,1,1,1,4,1,3,1,1,1,4,5,2,1,2,1,1,1,3,2,3,3,5,1,2,3,,,1,,1,,,,,,,1,1,,,,,,4,1,1,3,1,2,1,1,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,1,2,1,3,5,,,,1,,,,,1,,,3,3,5,3,1,3,2,1,3,3,1,,,37,1,1,2,2,,3,1,6,,1,2,1,6,1,,1,,,1,382,1,,,1.00,0.08,0.08
2008-3929,United Arab Emirates,2,1,1,1,1,4,3,3,1,4,1,2,2,2,2,4,1,1,1,4,3,3,5,4,4,1,4,1,,1,,,,,,,,,1,,,,1,,,4,2,2,1,3,3,1,,1,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,2,1,1,2,5,,,,,1,,,1,,,,2,1,5,2,2,3,4,2,2,2,1,,,32,1,1,2,2,,5,2,,,5,2,1,4,1,,1,,,2,383,1,,,1.00,0.08,0.08
2008-3930,United Arab Emirates,1,1,1,1,1,4,10,2,4,4,1,1,3,1,3,4,2,2,2,4,3,3,2,5,5,2,3,1,,,,,1,,,,,,1,,1,,,,,3,1,1,3,3,1,1,1,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,2,1,3,2,5,,,,1,1,,,,,,,2,5,5,1,1,3,1,2,2,2,1,,,19,1,2,2,2,,3,2,,,6,2,2,4,2,5,1,,,2,384,2,11,,1.00,0.08,0.08
