ID#,q0,q999,q1000,q1001,q1002,q1003,q1004,q1005,q10000,q701,q702,q703,q704,q705,q706,q706b_2,q706b_3,q7060,q707,q934,q708,q921,q922,q601,q903,q54,q55,q56,q57,q58,q59,q60,q61,q62,q63,q64,q65,q66,q67,q68,q69,q70,q71,q72,q73,q74,q75,q76,q77,q78,q79,q80,q81,q82,q83,q84,q85,q86,q87,q88,q89,q90,q91,q92,q93,q94,q95,q96,q97,q98,q99,q100,q101,q102,q103,q104,q105,q106,q107,q108,q109,q110,q111,q112,q113,q114,q115,q116,q117,q118a,q118b,q120,q121,q122,q123,q124a,q124b,q125a,q125b,q126,q127,q128,q129,q130,q131,q132,q133,wt,wt2,wt3
2005-2934,Egypt,1,,,,1,,,,26,1,1,2,2,2,,,,4,1,1,2,2,1.00,2.00,1,1,4,5,1,3,2,1,1,5,6,1,3,2,,,,,,6,,,,,,1,,,,,,6,,,,,,1,2,2,1,3,2,2,3,8,4,4,2,2,3,5,5,1,1,1,5,1,5,2,1,3,1,2,1,4,3,3,1,2,2,1,14,8,5,1,1,3,3,2,2,3,0.51,2.49,1.26
2005-2935,Egypt,1,,,,1,,,,30,1,1,2,2,2,,,,4,2,1,2,2,2.00,2.00,1,1,4,5,4,5,5,1,3,5,4,5,5,6,,,,,,2,,,,,,5,,,,,,1,,,,,,1,2,2,2,2,4,3,3,3,4,1,2,2,4,5,5,1,1,1,5,1,5,2,1,2,1,2,1,3,3,6,1,2,2,1,14,18,5,1,2,3,3,2,2,3,0.47,2.49,1.16
2005-2936,Egypt,1,,,,1,,,,39,1,1,2,2,2,,,,2,2,1,2,2,2.00,1.00,1,1,4,9,5,5,5,1,5,5,5,5,3,8,,,,,,,,,,,,5,,,,,,1,,,,,,2,3,2,2,2,4,3,3,8,3,4,2,2,5,5,5,1,2,3,5,4,4,2,1,3,3,4,6,,2,5,3,3,2,1,7,,2,2,2,3,3,2,3,1,1.50,2.49,3.72
2005-2937,Egypt,1,,,,1,,,,30,1,2,2,2,2,,,,3,2,1,2,2,2.00,1.00,2,2,,,,,,,,,,,,9,,,,,,,,,,,,9,,,,,,,,,,,,3,4,3,2,2,4,3,3,8,8,8,2,3,6,5,5,1,2,2,5,5,5,2,1,3,2,2,2,3,3,2,1,1,2,1,16,,14,2,1,2,2,3,2,6,1.50,2.49,3.72
2005-2938,Egypt,1,,,,1,,,,26,1,1,2,2,2,,,,3,2,1,6,2,1.00,1.00,1,1,1,5,3,5,5,5,3,5,5,4,4,8,,,,,,,,,,,,1,,,,,,5,,,,,,1,3,2,1,3,5,3,1,8,4,5,2,2,6,5,1,5,5,5,5,5,5,2,3,2,2,2,1,3,2,2,1,2,2,1,16,19,5,1,2,3,1,2,2,4,1.62,2.49,4.04
2005-2939,Egypt,1,,,,1,,,,21,1,2,2,2,2,,,,3,2,2,1,2,1.00,1.00,1,1,4,5,5,5,5,1,2,5,5,5,5,1,,,,,,5,,,,,,1,,,,,,5,,,,,,1,2,1,1,1,4,2,2,3,6,1,1,1,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,4,1,1,1,1,1,2,16,20,3,2,1,1,1,4,4,3,3.22,2.49,8.01
2005-2940,Egypt,1,,,,3,,,,49,1,2,2,2,2,,,,1,2,1,2,2,2.00,1.00,2,1,5,,5,5,5,5,1,5,5,5,5,8,,,,,,,,,,,,8,,,,,,,,,,,,3,3,3,3,4,4,3,3,8,8,8,1,2,5,5,5,1,1,1,5,6,5,2,1,3,3,2,2,3,4,6,3,3,1,2,101,,101,1,1,1,1,2,2,5,1.50,2.49,3.72
2005-2941,Egypt,1,,,,3,,,,23,2,2,2,2,2,,,,2,2,1,2,2,1.00,1.00,2,1,4,5,5,5,5,4,1,5,5,5,5,8,,,,,,,,,,,,8,,,,,,,,,,,,3,3,3,3,4,4,3,3,8,8,8,1,2,5,5,5,1,1,1,5,6,5,2,1,3,3,2,2,3,4,6,3,3,1,2,101,,101,1,2,1,1,2,2,5,1.62,2.49,4.04
2005-2942,Egypt,1,,,,3,,,,21,1,2,2,2,2,,,,2,2,1,2,2,1.00,1.00,1,1,4,5,5,5,5,3,2,5,5,5,5,8,,,,,,,,,,,,8,,,,,,,,,,,,3,3,3,3,4,4,3,3,8,8,8,1,2,5,5,5,1,1,1,5,6,5,2,1,3,2,2,2,3,4,6,3,3,1,2,101,,101,1,2,1,1,2,2,5,1.62,2.49,4.04
2005-2943,Egypt,1,,,,3,,,,22,1,2,2,2,2,,,,2,2,1,2,2,1.00,1.00,2,1,5,,5,5,5,5,1,5,5,5,5,8,,,,,,,,,,,,8,,,,,,,,,,,,3,3,3,3,4,4,3,3,8,8,8,1,2,5,5,5,6,6,6,5,6,5,2,1,3,2,2,1,3,4,6,3,3,1,2,101,,101,1,2,1,1,2,2,5,1.62,2.49,4.04
2005-2944,Egypt,1,,,,3,,,,56,1,2,2,2,2,,,,4,2,1,5,1,2.00,2.00,1,1,4,8,5,5,5,1,4,5,5,3,4,8,,,,,,,,,,,,8,,,,,,,,,,,,2,2,1,1,1,4,3,3,3,8,4,1,2,5,5,5,1,1,1,5,5,1,2,1,3,2,2,1,3,2,6,1,2,2,1,32,27,2,2,1,1,3,6,2,5,0.47,2.49,1.16
2005-2945,Egypt,1,,,,1,,,,52,1,2,2,2,2,,,,1,2,1,2,1,2.00,1.00,1,1,4,5,5,5,5,2,3,5,5,5,5,8,,,,,,,,,,,,8,,,,,,,,,,,,4,3,3,1,2,2,2,2,1,4,4,1,3,2,3,3,4,4,4,4,4,4,2,1,2,2,3,1,,4,7,2,3,4,,16,7,2,7,2,1,1,3,2,6,1.50,2.49,3.72
2005-2946,Egypt,1,,,,1,,,,52,1,2,2,2,2,,,,1,2,1,2,1,2.00,1.00,1,1,4,5,5,5,5,2,3,5,5,5,5,8,,,,,,,,,,,,8,,,,,,,,,,,,4,3,3,1,4,2,2,2,1,4,4,1,3,2,3,3,4,4,4,4,4,4,2,1,2,2,3,1,,4,7,2,3,4,,16,7,2,7,2,1,1,3,2,6,1.50,2.49,3.72
2005-2947,Egypt,1,,,,1,,,,54,1,2,2,2,2,,,,1,2,1,2,2,2.00,1.00,2,2,,,,,,,,,,,,8,,,,,,,,,,,,8,,,,,,,,,,,,5,4,4,1,2,3,2,4,8,4,4,1,2,4,3,3,2,2,2,3,3,4,2,1,3,2,2,2,3,3,7,3,3,4,,16,7,2,7,2,1,1,3,6,6,1.50,2.49,3.72
2005-2948,Egypt,1,,,,1,,,,45,1,2,2,2,2,,,,1,2,1,2,2,2.00,1.00,2,2,,,,,,,,,,,,8,,,,,,,,,,,,8,,,,,,,,,,,,5,4,4,1,2,3,2,4,8,4,4,1,2,4,3,3,2,2,2,3,3,4,2,1,3,2,2,2,3,3,7,3,3,4,,16,7,2,7,2,1,1,6,6,6,1.50,2.49,3.72
2005-2949,Egypt,1,,,,1,,,,27,1,2,2,2,2,,,,4,1,1,2,2,1.00,2.00,1,1,1,4,3,5,5,2,3,5,5,5,5,6,,,,,,1,,,,,,1,,,,,,5,,,,,,3,2,2,2,3,2,2,3,7,4,4,1,2,4,5,5,4,1,4,5,5,5,2,1,1,2,2,1,,3,3,2,2,4,,7,,101,101,2,4,3,2,2,3,0.51,2.49,1.26
2005-2950,Egypt,1,,,,1,,,,23,1,1,2,2,2,,,,4,1,1,4,1,1.00,2.00,2,1,4,5,5,5,5,4,4,5,5,5,5,6,,,,,,1,,,,,,5,,,,,,4,,,,,,3,3,3,3,2,4,3,3,8,5,1,1,2,5,5,4,1,1,1,5,1,5,3,1,2,2,2,2,4,3,5,1,3,2,,7,,101,1,2,1,3,2,2,4,0.51,2.49,1.26
2005-2951,Egypt,1,,,,1,,,,27,1,1,2,2,2,,,,3,2,1,2,2,1.00,1.00,2,1,5,3,5,5,2,5,1,5,5,5,5,4,,,,,,1,,,,,,3,,,,,,1,,,,,,3,2,2,1,3,4,2,4,4,4,3,3,2,4,4,5,6,1,3,5,4,5,2,1,2,2,2,5,,2,2,2,1,10,2,16,7,2,1,1,2,2,1,5,3,1.62,2.49,4.04
2005-2952,Egypt,1,,,,1,,,,28,1,1,2,2,2,,,,4,2,1,2,2,1.00,2.00,1,1,4,5,5,5,5,5,1,5,3,5,5,2,,,,,,8,,,,,,1,,,,,,5,,,,,,2,2,3,4,3,4,3,3,3,4,4,1,2,5,5,5,3,3,2,5,3,5,3,1,2,2,3,2,3,3,2,2,2,2,10,16,20,3,2,1,4,3,2,2,3,0.51,2.49,1.26
2005-2953,Egypt,1,,,,2,,,,33,1,2,2,2,2,,,,4,1,1,3,1,2.00,2.00,1,1,4,5,5,5,5,4,5,5,5,5,5,8,,,,,,,,,,,,1,,,,,,7,,,,,,3,3,3,1,3,4,3,3,3,4,1,1,2,5,5,5,1,1,1,5,1,5,2,1,3,3,2,1,3,2,1,1,2,1,5,4,2,2,1,1,3,2,1,3,1,0.47,2.49,1.16
2005-2954,Egypt,1,,,,1,,,,27,1,1,2,2,2,,,,4,1,1,2,1,1.00,2.00,1,1,4,5,3,5,4,1,1,1,1,5,5,8,,,,,,,,,,,,1,,,,,,5,,,,,,2,2,2,2,3,5,3,2,5,5,5,1,2,5,5,5,1,1,1,5,1,5,2,1,2,2,2,1,3,3,2,1,2,1,,16,22,29,1,1,1,2,3,3,1,0.51,2.49,1.26
2005-2955,Egypt,1,,,,1,,,,48,1,2,2,2,2,,,,1,2,1,3,1,2.00,1.00,1,1,5,7,5,5,5,3,1,5,1,5,5,8,,,,,,,,,,,,1,,,,,,5,,,,,,1,2,2,2,2,4,3,3,5,5,5,1,1,5,5,5,1,1,1,5,1,5,3,3,3,3,2,1,3,3,2,1,2,1,14,16,19,34,1,3,1,2,3,3,1,1.50,2.49,3.72
2005-2956,Egypt,1,,,,1,,,,23,1,2,2,2,2,,,,3,2,2,3,2,1.00,1.00,1,1,5,1,1,5,5,5,1,5,5,5,5,5,,,,,,2,,,,,,1,,,,,,5,,,,,,2,2,2,1,1,1,1,1,5,1,2,1,2,5,5,5,5,5,5,5,5,5,1,2,1,1,1,1,5,1,6,2,2,1,10,16,33,9,2,1,1,1,4,4,3,3.22,2.49,8.01
2005-2957,Egypt,1,,,,1,,,,39,1,2,2,2,2,,,,1,2,1,3,1,2.00,1.00,2,2,,,,,,,,,,,,8,,,,,,,,,,,,1,,,,,,5,,,,,,1,2,2,4,3,4,3,3,1,1,1,1,3,6,5,5,1,1,1,5,1,5,3,3,3,3,2,2,3,3,7,1,1,1,,16,18,101,1,1,1,3,2,3,1,1.50,2.49,3.72
2005-2958,Egypt,1,,,,1,,,,33,1,1,2,2,2,,,,4,3,1,3,1,2.00,2.00,1,1,6,3,5,5,1,2,1,1,1,5,5,8,,,,,,,,,,,,7,,,,,,5,,,,,,2,3,3,3,3,4,3,3,5,4,4,1,2,5,5,4,1,1,1,5,1,5,2,1,2,2,2,1,2,3,2,1,2,1,,16,22,29,1,3,1,3,1,2,3,0.47,2.49,1.16
2005-2959,Egypt,1,,,,1,,,,52,1,2,2,2,2,,,,2,2,2,5,2,2.00,1.00,1,1,5,4,5,5,5,3,1,5,5,5,5,1,,,,,,4,,,,,,5,,,,,,8,,,,,,3,3,3,1,1,3,2,2,8,8,8,1,2,4,5,5,1,1,6,5,6,6,2,1,2,3,2,2,,4,7,3,3,1,,2,15,101,1,1,1,1,6,2,6,2.97,2.49,7.38
2005-2960,Egypt,1,,,,1,,,,53,1,2,2,2,2,,,,1,2,1,5,2,2.00,1.00,1,1,5,11,5,5,5,4,1,5,4,5,4,8,,,,,,,,,,,,8,,,,,,,,,,,,2,3,3,1,1,4,3,3,8,8,8,1,2,5,5,5,1,1,1,5,5,5,2,1,2,2,2,1,2,3,6,1,3,1,15,7,,2,1,1,1,1,2,2,1,1.50,2.49,3.72
2005-2961,Egypt,1,,,,1,,,,47,1,1,2,2,2,,,,3,2,1,4,2,2.00,1.00,1,1,4,10,5,5,5,1,5,5,5,5,5,8,,,,,,,,,,,,8,,,,,,,,,,,,2,2,3,2,2,2,2,2,5,6,1,1,1,5,5,4,1,2,2,2,4,4,2,1,3,3,3,6,,3,6,1,2,1,10,16,8,2,1,2,1,1,2,2,3,1.50,2.49,3.72
2005-2962,Egypt,1,,,,1,,,,38,1,1,1,2,2,,,,4,1,1,3,2,2.00,2.00,1,1,3,5,4,4,1,3,2,5,5,5,5,2,,,,,,4,,,,,,2,,,,,,5,,,,,,5,2,3,2,3,4,3,3,4,3,2,2,2,3,5,5,2,1,1,4,1,5,3,1,2,2,2,1,3,2,2,1,2,8,9,16,19,3,2,2,2,2,3,2,6,0.47,2.49,1.16
2005-2963,Egypt,1,,,,1,,,,29,1,2,2,2,2,,,,4,1,1,2,1,1.00,2.00,1,1,1,4,1,4,5,1,1,5,5,5,5,8,,,,,,,,,,,,1,,,,,,5,,,,,,1,2,2,2,3,4,3,3,4,4,4,1,1,5,5,5,1,1,1,5,1,5,2,2,2,2,2,1,3,3,2,1,2,101,,101,,13,2,1,2,3,2,3,1,0.51,2.49,1.26
2005-2964,Egypt,1,,,,1,,,,55,1,2,2,2,2,,,,1,2,1,2,2,2.00,1.00,2,1,4,9,3,4,5,1,5,5,5,5,2,4,,,,,,2,,,,,,5,,,,,,4,,,,,,2,3,3,1,2,2,2,3,3,5,4,1,2,4,3,2,3,1,2,5,3,4,2,1,2,3,2,1,2,2,2,2,2,101,,16,,101,1,2,1,2,1,2,1,1.50,2.49,3.72
2005-2965,Egypt,1,,,,1,,,,30,1,2,2,2,2,,,,1,2,1,3,1,2.00,1.00,1,1,5,4,2,2,5,2,1,5,5,5,5,2,,,,,,4,,,,,,5,,,,,,3,,,,,,2,2,2,3,3,4,3,2,3,4,4,1,2,5,5,5,1,1,1,5,5,5,2,1,2,4,4,1,2,2,2,1,2,101,,31,21,25,2,3,1,3,1,3,1,1.50,2.49,3.72
2005-2966,Egypt,1,,,,1,,,,45,1,2,2,2,2,,,,1,2,1,3,1,2.00,1.00,2,1,1,4,2,5,5,3,5,5,5,4,5,2,,,,,,1,,,,,,5,,,,,,6,,,,,,4,3,3,2,2,2,2,2,5,4,5,2,2,1,5,4,3,3,4,5,1,5,2,2,3,3,2,2,3,2,5,2,2,101,,16,21,3,10,1,1,1,2,3,1,1.50,2.49,3.72
2005-2967,Egypt,1,,,,3,,,,22,1,1,2,2,1,,,2,4,1,1,2,2,1.00,2.00,1,1,4,9,5,5,5,3,5,5,5,5,3,2,,,,,,4,,,,,,5,,,,,,1,,,,,,2,2,3,2,2,4,3,2,5,5,3,1,2,1,4,4,1,1,1,5,1,5,2,1,2,2,2,3,4,2,6,1,1,4,3,9,5,12,2,2,3,3,2,4,1,0.51,2.49,1.26
2005-2968,Egypt,1,,,,2,,,,37,1,2,2,2,2,,,,6,2,1,3,1,2.00,2.00,1,1,4,11,5,5,5,4,4,5,5,5,5,8,,,,,,,,,,,,8,,,,,,,,,,,,3,3,3,1,3,4,2,3,3,4,1,1,2,5,5,5,1,1,1,5,5,5,2,1,3,3,2,1,3,3,2,1,1,2,3,1,5,2,1,1,1,1,3,2,5,0.47,2.49,1.16
2005-2969,Egypt,1,,,,1,,,,56,1,1,2,2,1,,,2,4,1,1,3,2,2.00,2.00,2,1,5,4,5,5,5,3,1,5,5,5,5,8,,,,,,,,,,,,8,,,,,,,,,,,,3,3,3,1,2,4,3,4,7,4,5,2,2,5,5,5,1,1,1,5,4,5,2,1,2,2,2,2,3,3,5,1,2,2,3,9,5,16,2,1,1,3,1,5,4,0.47,2.49,1.16
2005-2970,Egypt,1,,,,1,,,,32,1,1,2,2,1,,,2,2,1,1,3,2,2.00,1.00,2,2,,,,,,,,,,,,2,,,,,,4,,,,,,5,,,,,,4,,,,,,1,3,3,2,2,3,3,2,5,5,5,2,3,6,5,5,2,2,2,5,2,5,2,1,3,3,2,1,2,3,5,1,2,2,3,9,5,12,2,2,3,1,3,4,1,1.50,2.49,3.72
2005-2971,Egypt,1,,,,1,,,,54,1,1,2,2,2,,,,3,2,1,3,2,2.00,1.00,2,2,,,,,,,,,,,,2,,,,,,4,,,,,,5,,,,,,1,,,,,,2,3,2,2,2,4,3,3,4,5,4,2,2,5,5,4,1,1,1,3,5,5,2,1,2,2,2,2,4,3,5,1,2,2,3,5,9,3,1,2,3,3,2,4,1,1.50,2.49,3.72
2005-2972,Egypt,1,,,,1,,,,36,1,1,2,2,2,,,,6,2,1,3,2,2.00,2.00,1,1,8,5,5,5,5,5,2,5,5,1,5,4,,,,,,1,,,,,,5,,,,,,6,,,,,,3,2,2,2,2,4,3,3,8,5,4,2,2,6,5,5,2,3,3,5,3,5,2,1,2,2,2,1,3,3,6,1,3,2,3,5,9,12,2,1,1,3,1,4,1,0.47,2.49,1.16
2005-2973,Egypt,1,,,,1,,,,31,1,2,2,2,2,,,,6,2,1,4,1,2.00,2.00,1,1,4,5,5,5,5,3,3,5,5,5,5,8,,,,,,,,,,,,5,,,,,,8,,,,,,3,2,2,1,3,4,3,3,3,1,1,1,2,5,5,5,1,1,1,5,5,5,2,1,3,3,2,2,3,3,3,1,1,2,3,1,5,101,1,1,1,1,3,2,5,0.47,2.49,1.16
2005-2974,Egypt,1,,,,1,,,,29,1,2,2,2,2,,,,6,2,1,4,1,1.00,2.00,1,1,4,8,5,5,5,4,5,5,5,4,5,8,,,,,,,,,,,,1,,,,,,7,,,,,,3,3,3,1,2,4,3,3,3,4,4,1,2,5,5,5,1,1,1,5,1,5,2,1,3,3,2,2,3,3,2,1,1,2,3,5,9,2,1,2,1,1,3,2,1,0.51,2.49,1.26
2005-2975,Egypt,1,,,,1,,,,35,1,2,2,2,2,,,,1,2,1,2,1,2.00,1.00,1,1,2,4,5,1,5,2,5,5,5,5,5,3,,,,,,2,,,,,,1,,,,,,6,,,,,,2,2,1,2,2,4,3,3,4,5,5,1,2,6,5,5,1,1,1,4,1,1,2,1,2,2,2,1,4,2,6,2,2,2,3,9,5,18,2,2,1,3,1,2,1,1.50,2.49,3.72
2005-2976,Egypt,1,,,,1,,,,18,1,2,2,2,2,,,,2,1,1,1,1,1.00,1.00,1,1,4,5,5,5,5,2,1,5,5,5,5,2,,,,,,3,,,,,,1,,,,,,6,,,,,,1,2,2,2,2,3,2,2,4,4,4,2,2,5,5,4,3,1,1,5,2,5,2,1,2,2,2,1,3,2,5,1,1,2,3,5,13,3,2,2,1,1,3,2,3,1.62,2.49,4.04
2005-2977,Egypt,1,,,,1,,,,42,1,2,2,2,2,,,,3,2,1,2,1,2.00,1.00,1,1,1,3,2,4,1,4,5,5,5,5,5,3,,,,,,2,,,,,,5,,,,,,1,,,,,,1,2,2,1,2,4,2,3,4,4,4,2,2,5,5,5,2,2,2,5,2,4,2,1,2,2,2,2,4,2,5,1,1,3,2,1,5,18,2,2,1,1,2,2,3,1.50,2.49,3.72
2005-2978,Egypt,1,,,,1,,,,49,1,2,2,2,2,,,,2,2,1,2,1,2.00,1.00,1,1,2,4,4,1,5,3,5,5,5,5,5,4,,,,,,2,,,,,,5,,,,,,3,,,,,,1,2,2,2,2,3,2,2,5,5,5,1,1,5,5,4,1,1,1,5,3,4,1,1,2,2,2,1,3,2,6,1,1,3,2,9,5,12,2,2,1,1,3,2,1,1.50,2.49,3.72
2005-2979,Egypt,1,,,,1,,,,38,1,2,2,2,2,,,,2,2,1,2,1,2.00,1.00,1,1,4,2,5,2,5,2,5,5,5,5,5,4,,,,,,2,,,,,,5,,,,,,3,,,,,,1,2,2,2,2,3,2,2,5,5,5,1,1,5,5,4,1,1,1,5,3,4,1,1,2,2,2,1,3,2,6,1,1,3,2,9,5,12,2,2,1,1,3,2,1,1.50,2.49,3.72
2005-2980,Egypt,1,,,,1,,,,59,1,2,2,2,2,,,,2,2,1,2,1,2.00,1.00,1,1,7,2,5,3,5,5,5,5,2,5,5,3,,,,,,6,,,,,,5,,,,,,4,,,,,,2,2,2,1,2,2,2,2,5,5,5,1,2,4,5,4,2,5,1,5,1,4,2,1,2,2,2,1,4,2,5,1,1,2,3,5,9,3,2,2,2,3,1,3,3,1.50,2.49,3.72
2005-2981,Egypt,1,,,,1,,,,21,1,2,2,2,2,,,,2,2,1,1,1,1.00,1.00,1,1,4,7,5,5,5,2,5,5,3,5,5,3,,,,,,6,,,,,,6,,,,,,3,,,,,,1,2,1,1,2,2,2,3,4,4,4,1,2,4,5,4,1,1,1,5,2,4,2,1,2,2,2,1,4,2,5,1,1,2,3,5,9,3,2,2,2,1,2,3,1,1.62,2.49,4.04
2005-2982,Egypt,1,,,,1,,,,22,1,1,2,2,2,,,,4,1,1,3,1,1.00,2.00,2,2,,,,,,,,,,,,8,,,,,,,,,,,,8,,,,,,,,,,,,2,3,2,1,2,3,3,3,8,5,5,1,2,5,5,5,1,1,1,5,1,5,2,1,2,2,2,1,2,3,2,3,3,2,3,5,9,2,7,1,1,2,3,3,1,0.51,2.49,1.26
2005-2983,Egypt,1,,,,1,,,,31,1,2,2,2,2,,,,3,2,2,3,1,2.00,1.00,1,1,2,4,5,1,5,2,5,5,5,5,5,3,,,,,,2,,,,,,1,,,,,,6,,,,,,2,2,1,2,2,4,3,3,4,5,5,1,2,4,5,5,1,1,1,4,1,1,2,1,2,2,2,1,4,2,6,2,2,2,3,9,5,18,2,1,1,4,1,2,1,2.97,2.49,7.38
2005-2984,Egypt,1,,,,1,,,,27,1,1,2,2,2,,,,3,1,2,3,1,1.00,1.00,1,1,2,1,5,2,5,5,3,5,5,5,5,2,,,,,,4,,,,,,1,,,,,,3,,,,,,2,2,2,1,2,4,3,3,4,4,4,1,2,5,5,5,2,1,1,4,1,5,2,1,2,2,2,1,2,2,6,1,2,3,2,5,1,12,2,1,1,4,1,2,1,3.22,2.49,8.01
2005-2985,Egypt,1,,,,1,,,,37,1,1,1,2,2,,,,4,1,1,3,1,2.00,2.00,1,1,2,7,5,1,5,5,5,5,2,5,5,2,,,,,,3,,,,,,5,,,,,,6,,,,,,3,2,3,1,2,3,2,3,3,4,4,1,2,6,4,5,4,2,1,5,1,5,2,1,2,2,2,1,4,2,5,2,2,2,3,5,9,32,2,1,1,3,1,4,3,0.47,2.49,1.16
2005-2986,Egypt,1,,,,1,,,,55,1,2,2,2,2,,,,3,2,1,3,1,2.00,1.00,1,1,3,7,5,5,2,5,5,5,1,5,5,3,,,,,,2,,,,,,5,,,,,,1,,,,,,2,2,2,2,2,3,2,2,7,4,4,2,2,5,5,5,1,1,1,4,2,4,2,1,2,2,2,1,4,2,5,1,1,2,3,5,13,38,2,1,1,1,2,2,3,1.50,2.49,3.72
2005-2987,Egypt,1,,,,1,,,,19,1,2,2,2,2,,,,1,2,2,2,2,1.00,1.00,1,1,2,4,5,1,5,3,5,5,5,5,5,4,,,,,,2,,,,,,5,,,,,,1,,,,,,2,2,1,1,2,3,2,3,4,4,4,1,2,5,5,5,1,1,1,4,1,3,2,1,2,2,2,2,3,2,5,1,2,3,2,1,5,12,1,2,1,4,1,3,3,3.22,2.49,8.01
2005-2988,Egypt,1,,,,1,,,,33,1,2,2,2,2,,,,6,2,1,2,2,2.00,2.00,1,1,2,4,5,1,5,2,5,5,5,5,5,3,,,,,,2,,,,,,1,,,,,,6,,,,,,2,2,1,2,2,4,3,3,4,5,5,1,2,6,5,5,1,1,1,4,1,1,2,1,2,2,2,1,4,2,6,2,2,2,3,9,5,18,2,2,1,3,1,2,1,0.47,2.49,1.16
2005-2989,Egypt,1,,,,1,,,,24,1,1,2,2,2,,,,3,2,1,2,2,1.00,1.00,2,2,,,,,,,,,,,,2,,,,,,4,,,,,,5,,,,,,1,,,,,,2,3,3,2,2,4,3,3,4,4,5,2,2,6,5,5,2,2,2,5,1,5,2,1,2,2,2,3,4,3,6,1,2,2,3,5,9,3,1,2,1,3,1,4,1,1.62,2.49,4.04
2005-2990,Egypt,1,,,,1,,,,75,1,1,2,2,2,,,,3,2,1,2,2,2.00,1.00,1,1,4,5,5,5,5,1,3,5,5,5,5,8,,,,,,,,,,,,1,,,,,,5,,,,,,2,2,2,2,2,4,3,3,5,5,5,2,3,6,5,5,2,2,2,5,3,5,2,1,3,3,2,1,2,3,6,1,2,2,3,5,9,3,8,1,3,1,3,4,1,1.50,2.49,3.72
2005-2991,Egypt,1,,,,1,,,,57,1,1,2,2,2,,,,3,1,1,2,2,2.00,1.00,1,1,4,9,5,5,5,2,5,5,5,5,4,8,,,,,,,,,,,,8,,,,,,,,,,,,2,2,3,2,2,4,3,3,4,5,4,2,2,6,5,5,2,2,2,5,2,5,2,1,2,2,2,1,4,3,5,1,2,2,3,9,5,12,2,2,1,3,1,4,1,1.50,2.49,3.72
2005-2992,Egypt,1,,,,1,,,,40,1,2,2,2,2,,,,1,2,1,2,2,2.00,1.00,2,1,4,5,5,5,5,2,4,5,5,5,5,8,,,,,,,,,,,,5,,,,,,3,,,,,,2,2,2,2,2,3,3,3,5,5,5,2,2,5,5,5,2,2,2,5,1,5,2,1,2,2,2,1,3,3,6,1,3,2,3,5,3,12,1,1,1,1,3,4,1,1.50,2.49,3.72
2005-2993,Egypt,1,,,,1,,,,22,1,1,1,2,2,,,,3,1,1,2,2,1.00,1.00,2,2,,,,,,,,,,,,1,,,,,,4,,,,,,2,,,,,,1,,,,,,3,3,3,1,2,4,3,3,5,5,5,2,2,5,5,4,3,3,3,4,3,5,2,1,2,2,2,1,3,2,6,1,2,2,3,9,5,12,9,1,1,1,3,2,4,1.62,2.49,4.04
2005-2994,Egypt,1,,,,1,,,,26,1,2,2,2,2,,,,6,2,1,2,2,1.00,2.00,1,1,8,4,5,5,5,2,5,5,5,1,5,2,,,,,,4,,,,,,1,,,,,,5,,,,,,2,2,3,2,2,4,3,3,8,5,4,2,2,6,5,5,2,2,2,5,1,5,2,1,2,2,2,1,4,2,6,1,3,3,2,5,9,3,1,1,1,3,2,4,1,0.51,2.49,1.26
2005-2995,Egypt,1,,,,1,,,,29,1,1,2,2,2,,,,3,2,1,2,2,1.00,1.00,1,1,8,4,5,5,5,2,5,5,5,1,5,2,,,,,,4,,,,,,5,,,,,,6,,,,,,2,2,3,2,2,4,3,3,8,5,4,2,2,6,5,5,2,2,2,5,1,5,2,1,2,2,2,3,4,3,6,1,3,3,2,5,9,3,8,2,1,3,1,4,1,1.62,2.49,4.04
2005-2996,Egypt,1,,,,2,,,,34,1,2,2,2,2,,,,6,1,1,3,1,2.00,2.00,1,1,4,5,5,5,5,3,3,5,5,5,5,8,,,,,,,,,,,,8,,,,,,,,,,,,3,1,1,1,3,3,2,2,1,1,1,1,2,5,5,4,4,5,5,4,1,1,2,1,1,1,3,2,,1,3,2,2,1,4,1,5,2,4,1,1,1,3,3,5,0.47,2.49,1.16
2005-2997,Egypt,1,,,,2,,,,33,1,2,2,2,2,,,,6,1,2,3,1,2.00,2.00,1,1,4,5,5,5,5,4,4,5,5,5,5,8,,,,,,,,,,,,8,,,,,,,,,,,,3,3,3,1,2,3,2,2,1,1,1,1,2,3,4,4,5,5,5,4,5,1,3,1,1,1,3,2,3,1,3,2,2,1,4,5,1,8,7,1,1,1,4,1,5,0.93,2.49,2.30
2005-2998,Egypt,1,,,,1,,,,38,1,1,1,2,2,,,,4,2,1,3,2,2.00,2.00,2,1,4,5,5,5,5,2,3,5,5,5,5,1,,,,,,2,,,,,,1,,,,,,3,,,,,,3,3,3,1,2,3,2,2,5,4,5,1,1,3,4,4,4,4,4,3,4,3,2,1,2,2,1,9,,3,5,2,2,1,4,5,9,12,4,2,1,1,3,2,4,0.47,2.49,1.16
