ID#,q0,q1000,q117,q118,q119,q120,q121,q122,q123,q124,q125,q51,q52,q53,q54,q55,q56,q57,q58,q59,q60,q61,q62,q63,q64,q65,q66,q67,q68,q69,q70,q71,q72,q73,q74,q75,q76,q77,q78,q79,q80,q81,q82,q83,q84,q85,q86,q87,q88,q89,q90,q91,q92,q93,q94,q95,q96,q97,q98,q99,q100,q101,q102,q103,q104,st105_1,st105_2,q106,q107,q108,q109,q110,q111,q112,q113,q114,q115,q116,wt,wt2,wt3
2004-2527,Egypt,1,36,1,1,1,5,1,1,5,2,1,1,3,4,10,4,3,10,4,4,4,3,3,4,4,3,4,9,,1,5,1,2,1,3,3,1,1,3,2,2,2,3,3,,5,5,5,2,1,1,5,1,3,4,4,3,2,4,3,1,2,2,3,3,,6,1,2,2,1,1,2,2,2,2,2,0.76,2.22,1.68
2004-2528,Egypt,1,36,2,2,,4,2,1,2,1,1,1,2,4,3,4,3,3,4,4,3,3,3,4,3,3,4,6,5,9,,1,2,1,3,3,2,2,4,2,2,2,1,3,,5,5,5,1,1,1,5,4,5,2,1,2,2,2,3,1,2,10,3,4,5,7,3,3,2,3,4,2,3,3,4,2,0.76,2.22,1.68
2004-2529,Egypt,1,36,1,2,,6,2,1,2,2,1,1,6,,,11,6,,5,5,5,5,5,5,5,5,5,9,,1,6,1,2,1,2,2,2,2,4,2,2,2,3,3,,5,5,5,1,1,1,3,3,5,2,1,2,2,2,3,2,2,9,3,4,17,10,2,3,1,3,5,4,4,4,4,2,0.76,2.22,1.68
2004-2530,Egypt,1,36,1,1,4,5,1,1,4,1,1,2,5,10,10,10,3,4,4,4,4,4,4,4,4,4,4,6,8,5,9,2,2,3,4,4,1,1,3,4,2,3,3,3,,5,5,5,3,3,1,4,1,5,2,1,3,2,3,3,2,2,2,3,7,14,2,1,1,1,5,2,2,4,2,1,2,0.76,2.22,1.68
2004-2531,Egypt,1,36,1,2,,6,2,1,3,1,1,1,5,4,5,4,3,5,4,4,4,4,4,4,4,4,4,9,,9,,1,2,1,2,3,2,2,4,2,2,2,1,3,,5,5,5,1,1,1,4,3,5,2,1,2,2,2,4,1,2,10,3,5,9,10,3,3,1,3,4,2,3,3,4,2,0.76,2.22,1.68
2004-2532,Egypt,1,36,1,1,1,4,1,1,4,1,1,1,2,4,7,4,3,8,3,3,4,3,3,4,2,2,4,3,6,5,9,2,2,1,2,3,1,3,4,2,2,2,3,3,,5,4,5,1,1,1,5,1,2,2,1,3,2,2,4,1,2,12,3,3,15,10,1,2,1,2,2,2,3,3,2,2,0.76,2.22,1.68
2004-2533,Egypt,1,36,1,1,1,4,1,1,4,1,1,1,2,4,7,4,3,8,3,4,4,3,3,4,2,2,4,3,6,9,,2,2,1,2,3,1,3,4,2,2,2,3,3,,5,4,5,1,1,1,5,1,2,2,1,3,2,2,4,1,2,12,3,3,15,10,1,2,1,2,2,2,3,3,2,2,0.76,2.22,1.68
2004-2534,Egypt,1,36,1,1,1,5,1,1,4,1,1,2,5,10,10,10,3,4,4,4,4,4,4,4,4,4,4,6,8,5,9,2,2,1,3,4,1,1,3,1,2,3,3,3,,5,5,5,3,3,1,4,1,5,2,1,3,2,3,3,2,2,2,3,7,14,2,1,1,1,5,2,2,4,2,1,2,0.76,2.22,1.68
2004-2535,Egypt,1,36,1,1,1,4,1,1,4,1,1,1,2,4,7,4,3,8,3,4,4,3,3,4,2,2,4,3,6,9,,2,2,1,2,3,1,3,4,2,2,2,3,3,,5,4,5,1,1,1,5,1,2,2,1,3,2,2,4,1,2,12,3,3,15,10,1,2,1,2,2,2,3,3,2,2,0.76,2.22,1.68
2004-2536,Egypt,1,36,1,1,1,4,1,1,4,1,1,1,2,4,7,4,3,8,3,4,4,3,3,4,2,2,4,3,6,9,,2,2,1,2,3,1,3,4,2,2,2,3,3,,5,4,5,1,1,1,5,1,2,2,1,3,2,2,4,1,2,12,3,3,15,10,1,2,1,2,2,2,3,3,2,2,0.76,2.22,1.68
2004-2537,Egypt,1,36,2,2,,4,2,1,2,1,1,1,2,4,3,4,3,3,4,4,3,3,3,4,3,3,4,6,5,9,,1,2,1,3,3,2,2,4,2,2,2,1,3,,5,5,5,1,1,1,5,4,5,2,1,2,2,2,3,1,2,10,3,4,5,7,3,3,2,3,4,2,3,3,4,2,0.76,2.22,1.68
2004-2538,Egypt,1,36,1,1,1,4,1,1,4,1,1,1,3,4,7,4,4,7,4,4,4,3,4,4,3,4,4,6,3,9,,1,2,1,2,2,1,1,4,2,2,3,3,3,,5,5,5,2,2,2,4,4,4,2,1,3,3,3,3,2,2,2,3,3,15,10,1,1,1,2,2,2,2,2,2,2,0.76,2.22,1.68
2004-2539,Egypt,1,36,1,1,1,4,1,1,3,2,1,1,5,4,8,4,3,8,4,4,4,3,4,4,4,3,4,9,,9,,2,2,1,3,3,1,3,4,2,2,3,3,3,,5,4,5,3,2,3,4,4,4,2,1,3,3,3,2,1,3,12,3,10,15,1,1,1,1,2,2,2,2,2,2,2,0.76,2.22,1.68
2004-2540,Egypt,1,37,1,1,1,5,1,1,3,2,1,1,1,12,12,12,2,8,4,4,4,3,4,4,3,2,4,6,2,5,4,2,2,1,3,3,1,1,4,4,2,2,3,1,2,5,5,5,5,3,2,3,3,1,2,1,2,2,2,3,2,2,2,3,3,7,2,1,1,1,2,2,1,2,2,1,1,0.76,2.22,1.68
2004-2541,Egypt,1,37,1,1,1,5,1,1,4,1,1,2,5,10,10,10,3,4,4,4,4,4,4,4,4,4,4,6,8,5,9,2,2,1,3,4,1,1,3,4,2,3,3,3,,4,5,5,3,3,1,4,1,5,2,1,3,2,3,3,2,2,2,3,7,14,2,1,1,1,5,2,2,4,4,4,2,0.76,2.22,1.68
2004-2542,Egypt,1,37,2,2,,4,2,1,2,1,1,1,2,4,3,4,3,3,4,4,3,3,3,4,3,3,4,6,5,9,,1,2,1,3,3,2,2,4,2,2,2,1,3,,5,5,5,1,1,1,5,4,5,2,1,2,2,2,3,1,2,10,3,4,5,7,3,3,2,3,4,2,3,3,4,2,0.76,2.22,1.68
2004-2543,Egypt,1,37,1,1,1,5,1,1,4,2,1,1,3,4,10,4,3,10,4,4,4,3,3,4,4,3,4,9,,1,5,1,2,1,3,3,1,1,3,2,2,2,3,3,,5,5,5,2,1,1,5,1,3,4,4,3,2,4,3,1,2,2,3,3,,6,1,2,2,1,1,2,2,2,1,2,0.76,2.22,1.68
2004-2544,Egypt,1,37,1,2,,6,2,1,3,1,1,1,5,4,5,4,3,5,4,4,4,4,4,4,4,4,4,9,,9,,1,2,1,2,3,2,2,4,2,2,2,1,3,,5,5,5,1,1,1,4,3,5,2,1,2,2,2,4,1,2,10,3,5,9,10,3,3,1,3,4,2,3,3,4,2,0.76,2.22,1.68
2004-2545,Egypt,1,37,1,1,1,4,1,1,4,1,1,1,2,4,7,4,3,8,3,4,4,3,3,4,2,2,4,3,6,9,,2,2,1,2,3,1,3,4,2,2,2,3,3,,5,4,5,1,1,1,5,1,2,2,1,3,2,2,4,1,2,12,3,3,15,10,1,2,1,2,2,2,3,3,2,2,0.76,2.22,1.68
2004-2546,Egypt,1,37,1,1,1,5,1,1,4,1,1,2,5,10,10,10,3,4,4,4,4,4,4,4,4,4,4,6,8,5,9,2,2,1,3,4,1,1,3,4,4,3,3,3,,6,5,5,3,3,1,4,1,5,2,1,3,2,3,3,2,2,2,3,7,14,2,1,1,1,5,2,2,4,2,1,2,0.76,2.22,1.68
2004-2547,Egypt,1,37,1,1,1,5,1,1,5,2,1,1,3,4,10,4,3,10,4,4,4,3,3,4,4,3,4,9,,1,5,1,2,1,3,3,1,1,3,2,2,2,3,3,,5,5,5,2,1,1,5,1,3,4,4,3,2,4,3,1,2,2,3,3,,6,1,2,2,1,1,2,2,2,1,2,0.76,2.22,1.68
2004-2548,Egypt,1,37,1,1,2,4,1,1,4,2,1,1,5,4,8,4,3,8,4,4,4,3,4,4,4,3,4,9,,5,6,3,2,1,2,2,1,3,4,2,2,3,3,2,2,5,5,5,1,1,1,4,4,2,2,1,3,2,2,2,1,2,2,3,10,15,2,1,1,1,2,2,2,2,2,1,2,0.76,2.22,1.68
2004-2549,Egypt,1,37,1,1,1,4,1,1,4,1,1,1,2,4,7,4,3,8,3,4,4,3,3,4,2,2,4,3,9,9,,2,2,1,2,3,1,3,4,2,2,2,3,3,,5,4,5,1,1,1,5,1,2,2,1,3,2,2,4,1,2,12,3,3,15,10,1,2,1,2,5,2,3,3,2,2,0.76,2.22,1.68
2004-2550,Egypt,1,37,1,1,1,4,1,1,4,1,1,1,2,4,7,4,3,8,3,4,4,3,3,4,2,2,4,3,6,9,,2,2,1,2,3,1,3,4,2,2,2,3,3,,5,4,5,1,1,1,5,1,2,2,1,3,2,2,4,1,2,12,3,3,15,10,1,2,1,2,2,2,3,3,2,2,0.76,2.22,1.68
2004-2551,Egypt,1,37,1,1,1,5,1,1,4,1,1,2,5,10,10,10,3,4,4,4,4,4,4,4,4,4,4,6,8,5,9,2,2,1,3,4,1,1,3,4,2,3,3,3,,5,5,5,3,3,1,4,1,5,2,1,3,2,3,3,2,2,2,3,7,14,2,1,1,1,5,2,2,4,2,1,2,0.76,2.22,1.68
2004-2552,Egypt,1,37,2,2,,6,2,1,2,2,1,1,6,,,11,6,,5,5,5,5,5,5,5,5,5,9,,1,6,5,2,1,2,2,2,2,4,2,2,2,1,3,,5,5,5,1,1,1,5,6,5,2,1,4,2,2,12,2,3,12,6,4,5,7,2,5,1,3,5,4,4,4,4,2,0.76,2.22,1.68
2004-2553,Egypt,1,38,1,1,1,5,1,1,4,1,1,2,5,10,10,10,4,4,4,4,4,4,4,4,4,4,4,6,8,5,9,2,2,1,3,4,1,1,3,4,2,3,3,3,,6,5,5,3,3,1,4,1,5,2,1,3,2,3,3,2,2,2,3,7,14,2,1,1,1,5,2,2,4,2,1,2,0.76,2.22,1.68
2004-2554,Egypt,1,38,1,2,,6,2,1,3,1,1,1,5,4,5,4,3,5,4,4,4,4,4,4,4,4,4,9,,9,,1,2,1,2,3,2,2,4,2,2,2,1,3,,5,5,5,1,1,1,4,3,5,2,1,2,2,2,4,1,2,10,5,5,9,10,3,3,1,3,4,2,3,3,4,2,0.76,2.22,1.68
2004-2555,Egypt,1,38,1,1,1,5,1,1,5,2,1,1,3,4,10,4,3,10,4,4,4,3,3,4,4,3,4,9,,1,5,1,2,1,3,3,1,1,3,2,2,2,3,3,,6,5,5,2,1,1,5,1,3,4,4,3,2,3,1,2,2,2,3,3,,6,1,2,2,1,1,2,2,2,1,3,0.76,2.22,1.68
2004-2556,Egypt,1,38,1,2,,6,2,1,2,2,1,1,6,,,11,6,,5,5,5,5,5,5,5,5,5,9,,1,6,1,2,1,2,2,2,2,4,2,2,2,3,3,,5,5,5,1,1,1,3,3,5,2,1,2,2,2,3,2,2,9,3,4,17,10,2,2,1,3,5,4,4,4,4,2,0.76,2.22,1.68
2004-2557,Egypt,1,38,1,1,1,5,1,1,4,1,3,3,5,10,10,10,3,4,4,4,4,4,4,4,4,4,4,6,8,5,7,2,2,1,3,4,1,1,3,4,2,3,3,3,,6,5,5,3,3,1,4,1,5,2,1,3,2,3,3,2,2,2,3,7,14,2,1,1,1,5,2,2,4,2,1,2,0.76,2.22,1.68
2004-2558,Egypt,1,38,1,1,2,4,1,1,4,2,1,1,5,4,8,4,3,8,4,4,4,3,4,4,4,3,4,9,,5,6,3,2,1,2,2,1,3,4,2,2,3,3,2,2,5,5,5,1,1,1,4,4,2,2,1,3,2,2,2,1,2,2,3,10,15,2,1,1,1,2,2,2,2,2,1,2,0.76,2.22,1.68
2004-2559,Egypt,1,38,1,1,1,5,1,1,4,1,1,2,5,10,10,10,3,4,4,4,4,4,4,4,4,4,4,6,8,5,9,2,2,1,3,4,1,1,3,4,2,3,3,3,,5,5,5,3,3,1,4,1,5,2,1,3,2,3,3,2,2,2,3,7,14,2,1,1,1,5,2,2,4,4,1,2,0.76,2.22,1.68
2004-2560,Egypt,1,38,2,2,,4,2,1,2,1,1,1,2,4,3,4,3,3,4,4,3,3,3,4,3,3,4,6,5,9,,1,2,1,3,3,2,2,4,2,2,2,1,3,,5,5,5,1,1,1,5,4,5,2,1,2,2,2,3,1,2,10,3,4,5,7,3,3,2,3,4,2,3,3,4,2,0.76,2.22,1.68
2004-2561,Egypt,1,38,2,2,,4,2,1,2,1,1,1,2,4,3,4,3,3,4,4,3,3,3,4,3,3,4,6,5,9,,1,2,1,3,3,2,2,4,2,2,2,1,3,,5,5,5,1,1,1,5,4,5,2,1,2,2,2,3,1,2,10,3,4,5,7,3,3,2,3,4,2,3,3,4,2,0.76,2.22,1.68
2004-2562,Egypt,1,38,2,2,,4,2,1,2,1,1,1,2,4,3,4,3,3,4,4,3,3,3,4,3,3,4,6,5,9,,1,2,1,3,3,2,2,4,2,2,2,1,3,,5,5,5,1,1,1,5,4,5,2,1,2,2,2,3,1,2,10,3,4,5,7,3,3,2,3,4,2,3,3,4,2,0.76,2.22,1.68
2004-2563,Egypt,1,38,3,2,,101,3,1,6,2,1,1,4,5,9,4,3,5,4,4,4,4,4,4,4,4,4,2,6,7,1,2,2,2,2,4,1,3,4,2,2,3,3,1,2,5,5,5,4,2,2,3,3,3,2,1,3,2,2,2,3,3,12,3,3,7,10,1,1,1,2,2,1,2,2,2,2,0.76,2.22,1.68
2004-2564,Egypt,1,38,1,1,1,5,1,1,4,2,1,1,2,4,12,4,4,10,3,4,4,3,3,4,3,3,4,9,,1,5,1,2,1,3,3,1,1,3,2,2,2,3,3,,5,5,5,2,1,1,5,1,3,4,4,3,2,3,1,2,2,2,3,3,,6,1,2,2,1,1,2,2,2,1,2,0.76,2.22,1.68
2004-2565,Egypt,1,38,1,1,1,5,1,1,4,2,1,1,3,4,12,4,3,10,3,3,4,3,4,4,3,4,4,9,,1,5,1,2,1,3,3,1,1,3,2,2,2,3,3,,5,5,5,2,1,1,5,1,3,4,4,3,2,4,3,1,2,2,3,3,,6,1,2,2,1,1,2,2,2,1,2,0.76,2.22,1.68
2004-2566,Egypt,1,38,1,1,1,5,1,1,3,2,1,1,4,5,4,4,3,5,4,4,4,3,3,4,4,4,4,2,6,7,1,2,2,2,2,2,1,3,4,2,2,3,3,1,2,5,5,5,4,2,2,3,3,3,2,1,3,2,2,2,3,3,12,3,3,7,10,1,1,1,2,2,1,2,2,2,2,0.76,2.22,1.68
2004-2567,Egypt,1,38,1,1,1,5,1,1,3,2,1,1,4,4,5,4,3,5,4,4,4,3,3,4,4,4,4,2,6,7,1,2,2,1,2,2,1,3,4,2,2,3,3,1,2,5,5,5,6,2,2,3,3,3,2,1,3,2,2,2,3,3,12,3,3,7,10,1,1,1,2,2,1,2,2,2,2,0.76,2.22,1.68
2004-2568,Egypt,1,39,1,1,1,4,1,1,3,2,1,1,5,5,4,4,4,5,4,4,4,3,3,4,4,4,4,2,5,6,1,2,2,1,3,3,1,3,4,2,2,1,3,2,2,5,5,5,3,3,2,4,4,3,2,1,3,2,2,3,3,3,2,3,3,7,2,1,1,1,2,2,2,2,2,1,2,0.76,2.22,1.68
2004-2569,Egypt,1,39,1,2,,6,2,1,3,1,1,1,5,4,5,4,3,5,4,4,4,4,4,4,4,4,4,9,,9,,1,2,1,2,3,2,2,4,2,2,2,1,3,,5,5,5,1,1,1,4,3,5,2,1,2,2,2,4,1,2,10,3,5,9,10,3,3,1,3,4,2,3,3,4,2,0.76,2.22,1.68
2004-2570,Egypt,1,39,1,2,,6,2,1,2,2,1,1,5,4,11,4,2,11,4,4,4,4,4,4,4,4,4,9,,6,1,1,2,1,3,3,2,3,4,2,2,2,1,3,,5,5,5,1,1,1,4,3,5,1,1,2,2,2,1,4,3,12,3,1,20,10,2,2,1,3,5,4,4,4,4,2,0.76,2.22,1.68
2004-2571,Egypt,1,39,1,2,,6,2,1,3,1,1,1,5,4,5,4,3,5,4,4,4,4,4,4,4,4,4,9,,9,,1,2,1,2,3,2,2,4,2,2,2,1,3,,5,5,5,1,1,1,4,3,5,2,1,2,2,2,4,1,2,10,3,5,9,10,3,3,1,3,4,2,3,3,4,2,0.76,2.22,1.68
2004-2572,Egypt,1,39,1,1,1,4,1,1,3,1,1,1,2,8,4,8,1,4,4,4,3,3,3,4,3,3,4,6,3,5,6,2,2,1,3,3,2,2,4,2,2,3,3,3,,5,5,5,1,1,1,4,3,5,2,1,2,2,2,3,3,3,12,3,1,9,10,2,2,2,3,2,2,3,3,4,2,0.76,2.22,1.68
2004-2573,Egypt,1,39,1,1,1,4,1,1,3,1,1,1,2,8,4,8,1,4,4,4,3,3,3,4,3,3,4,6,3,5,6,2,2,1,3,3,2,2,4,2,2,3,3,3,,5,5,5,1,1,1,4,3,5,2,1,2,2,2,3,3,3,12,3,1,9,10,2,2,2,3,2,2,3,3,4,2,0.76,2.22,1.68
2004-2574,Egypt,1,39,1,1,1,5,3,1,5,2,1,1,3,4,10,4,3,10,4,4,4,3,3,4,4,3,4,9,,1,5,1,2,1,3,3,1,1,3,2,2,2,3,3,,5,5,5,2,1,1,5,1,3,4,4,3,3,2,3,1,2,2,3,3,,6,1,2,2,1,1,2,2,2,1,2,0.76,2.22,1.68
2004-2575,Egypt,1,39,1,1,1,5,1,1,5,2,1,1,3,4,10,4,3,10,4,4,4,3,3,4,4,3,4,9,,1,5,1,2,1,3,3,1,1,3,2,2,2,3,3,,5,5,5,2,1,1,5,1,3,4,4,3,2,4,3,1,2,2,3,3,,6,1,2,2,1,1,2,2,2,1,2,0.76,2.22,1.68
2004-2576,Egypt,1,39,1,1,1,5,1,1,4,1,1,2,5,10,10,10,3,4,4,4,4,4,4,4,4,4,4,6,8,5,7,2,2,3,3,4,1,1,4,4,2,3,3,3,,6,5,5,3,3,1,4,1,5,2,1,3,2,3,3,2,2,2,3,7,14,2,1,1,1,5,2,2,4,2,1,2,0.76,2.22,1.68
2004-2577,Egypt,1,39,1,1,2,4,1,1,4,2,1,1,5,4,8,4,3,8,4,4,4,3,4,4,4,3,4,9,,5,6,3,2,1,2,2,1,3,4,2,2,3,3,2,2,5,5,5,1,1,1,4,4,2,2,1,3,2,2,2,1,2,2,3,10,15,2,1,1,1,2,2,2,2,2,1,3,0.76,2.22,1.68
2004-2578,Egypt,1,39,2,2,,4,2,1,2,1,1,1,2,4,3,4,3,3,4,4,3,3,3,4,3,3,4,6,5,9,,1,2,1,3,3,2,2,4,2,2,2,1,3,,5,5,5,1,1,1,5,4,5,2,1,2,2,2,3,1,2,10,3,4,5,7,3,3,2,3,4,2,3,3,4,2,0.76,2.22,1.68
2004-2579,Egypt,1,39,1,1,1,5,1,1,4,1,1,2,5,10,10,10,3,4,4,4,4,4,4,4,4,4,4,6,8,5,9,2,2,1,3,4,1,1,3,4,2,3,3,3,,6,5,5,3,3,1,4,1,5,2,1,3,2,3,3,2,2,2,3,7,14,2,1,1,1,5,2,2,4,2,1,2,0.76,2.22,1.68
2004-2580,Egypt,1,39,1,2,,6,2,1,3,1,1,1,5,4,5,4,3,5,4,4,4,4,4,4,4,4,4,9,,9,,1,2,1,2,3,2,2,4,2,2,2,1,3,,5,5,5,1,1,1,4,3,5,2,1,2,2,2,4,1,2,10,3,5,9,10,3,3,1,3,4,2,3,3,4,2,0.76,2.22,1.68
2004-2581,Egypt,1,39,1,1,1,5,1,1,5,2,1,1,3,4,10,4,3,10,4,4,4,3,3,4,4,3,4,9,,1,5,1,2,1,3,3,1,1,3,2,2,2,3,3,,5,5,5,2,1,1,5,1,3,4,4,3,2,4,3,1,2,2,3,3,,6,1,2,2,1,1,2,2,2,1,2,0.76,2.22,1.68
2004-2582,Egypt,1,39,1,1,1,5,1,1,3,2,1,1,4,4,5,4,3,5,4,4,4,3,3,4,4,4,4,2,6,7,1,5,2,2,2,2,1,3,4,2,2,3,3,1,2,5,5,5,2,2,2,3,3,3,2,1,3,4,2,2,3,2,12,6,3,7,10,1,1,1,2,2,1,2,2,2,2,0.76,2.22,1.68
2004-2583,Egypt,1,39,1,1,1,4,1,1,3,2,1,1,5,4,8,4,3,8,4,4,4,3,4,4,4,3,4,9,,10,,2,3,4,3,4,1,3,4,2,2,3,3,3,,5,4,5,3,2,3,4,4,4,2,1,3,3,3,2,3,4,12,3,10,15,11,1,1,1,2,2,2,2,2,2,3,0.76,2.22,1.68
2004-2584,Egypt,1,39,1,1,1,5,1,1,4,2,1,1,3,4,10,4,3,10,4,4,4,3,3,4,4,3,4,6,3,5,7,1,2,1,2,2,1,1,3,2,2,2,3,3,,5,5,5,2,1,1,5,1,3,4,4,3,2,4,3,1,2,2,3,3,,6,1,2,2,1,1,5,2,2,1,2,0.76,2.22,1.68
2004-2585,Egypt,1,39,2,2,,6,2,1,2,2,1,1,6,,,11,6,,5,5,5,5,5,5,5,5,5,9,,1,6,1,2,1,2,2,2,2,4,2,2,2,1,3,,5,5,5,1,1,1,5,6,5,2,1,2,2,2,1,2,2,12,3,2,6,10,2,3,1,3,5,4,4,4,4,3,0.76,2.22,1.68
2004-2586,Egypt,1,40,1,1,1,5,1,1,4,2,1,1,1,12,12,12,2,8,4,4,4,3,4,4,3,4,4,6,2,5,4,2,2,1,3,3,1,1,4,4,2,2,3,1,2,5,5,5,5,3,2,3,3,1,2,1,2,2,2,3,2,2,2,3,3,7,2,1,1,1,2,2,1,2,2,1,1,0.76,2.22,1.68
2004-2587,Egypt,1,40,1,1,1,5,1,1,4,2,1,1,1,12,12,12,2,8,4,4,4,3,4,4,3,4,4,6,2,5,4,2,2,1,3,3,1,1,4,4,2,2,3,1,2,5,5,5,5,3,2,3,3,1,2,1,2,2,2,3,2,2,2,3,3,7,2,1,1,1,2,2,1,2,2,1,3,0.76,2.22,1.68
2004-2588,Egypt,1,40,1,1,1,5,1,1,3,2,1,1,1,12,12,12,2,8,4,4,4,3,4,4,3,4,4,6,2,5,4,2,2,1,3,3,1,1,4,4,2,2,3,1,2,5,5,5,5,3,2,3,3,1,2,1,2,2,2,3,2,2,2,3,3,7,2,1,1,1,2,2,1,2,2,1,1,0.76,2.22,1.68
2004-2589,Egypt,1,40,1,1,1,5,1,1,3,2,1,1,1,12,12,12,2,8,4,4,4,3,4,4,3,4,4,6,2,5,4,2,2,1,3,3,1,1,4,4,2,2,3,1,2,5,5,5,5,3,2,3,3,1,2,1,2,2,2,3,2,2,2,3,3,7,2,1,1,1,2,2,1,2,2,1,1,0.76,2.22,1.68
2004-2590,Egypt,1,40,1,1,1,4,1,1,3,2,1,1,5,5,4,4,4,5,4,4,4,3,3,4,4,4,4,2,5,6,1,2,2,3,3,4,1,3,4,2,2,1,3,2,2,5,5,5,3,3,2,4,4,3,2,1,3,2,2,3,3,3,2,3,3,7,2,1,1,1,2,2,2,2,2,1,3,0.76,2.22,1.68
2004-2591,Egypt,1,40,1,1,1,5,1,1,3,2,1,1,3,4,12,4,3,10,4,4,4,3,3,4,4,3,4,9,,1,5,1,2,1,3,3,1,1,3,2,2,2,3,3,,5,5,5,2,1,1,5,1,3,4,4,3,2,4,3,1,2,2,3,3,,6,1,2,2,1,1,2,2,2,1,2,0.76,2.22,1.68
2004-2592,Egypt,1,40,1,1,1,5,1,1,4,1,1,2,5,10,10,10,4,4,4,4,4,4,4,4,4,4,4,6,8,5,9,2,2,1,3,4,1,1,3,4,4,3,3,3,,4,5,5,3,3,1,4,1,4,2,1,3,2,3,3,2,2,2,3,7,14,2,1,1,1,5,2,5,4,2,1,2,0.76,2.22,1.68
2004-2593,Egypt,1,40,1,2,,6,2,1,2,2,1,1,6,,,11,6,,5,5,5,5,5,5,5,5,5,9,,1,6,1,2,1,2,2,2,2,4,2,2,2,3,3,,5,5,5,1,1,1,3,3,5,2,1,2,2,2,3,2,2,9,3,17,,10,2,3,1,3,5,4,4,4,4,2,0.76,2.22,1.68
2004-2594,Egypt,1,40,1,2,,6,2,1,2,2,1,1,5,4,11,4,2,11,4,4,4,4,4,4,4,4,4,9,,6,1,1,2,1,3,3,2,3,4,2,2,2,1,3,,5,5,5,1,1,1,4,3,5,1,1,2,2,2,1,4,3,12,3,1,20,10,2,2,1,3,5,4,4,4,4,2,0.76,2.22,1.68
2004-2595,Egypt,1,40,1,2,,6,2,1,2,2,1,1,5,4,11,4,2,11,4,4,4,4,4,4,4,4,4,9,,6,1,1,2,1,3,3,2,3,4,2,2,2,1,3,,5,5,5,1,1,1,4,3,5,1,1,2,2,2,1,4,3,12,3,1,20,10,2,2,1,3,5,4,4,4,4,2,0.76,2.22,1.68
2004-2596,Egypt,1,40,1,1,1,4,1,1,3,1,1,1,2,8,4,8,1,4,4,4,3,3,3,4,3,3,4,6,3,5,6,2,2,1,3,3,2,2,4,2,2,3,3,3,,5,5,5,1,1,1,4,3,5,2,1,2,2,2,3,3,3,13,3,1,6,10,2,2,2,3,2,2,3,3,4,2,0.76,2.22,1.68
2004-2597,Egypt,1,40,1,2,,6,2,1,2,2,1,1,5,11,,11,2,,4,4,4,4,4,4,4,4,4,9,,6,1,1,2,1,3,3,2,3,4,2,2,2,1,3,,5,5,5,1,1,1,4,3,5,4,1,2,2,2,1,4,3,12,3,1,20,10,2,2,1,3,5,4,4,4,4,2,0.76,2.22,1.68
2004-2598,Egypt,1,40,1,2,,6,2,1,3,1,1,1,5,4,5,4,3,5,4,4,4,4,4,4,4,4,4,9,,9,,1,2,1,2,3,2,2,4,2,2,2,1,3,,5,5,5,1,1,1,4,3,5,2,1,2,2,2,4,1,2,10,3,5,9,10,3,3,1,3,4,2,3,3,4,2,0.76,2.22,1.68
2004-2599,Egypt,1,40,1,1,1,4,1,1,3,1,1,1,2,8,4,8,1,4,4,4,3,3,3,4,3,3,4,6,3,5,6,2,2,1,3,3,2,2,4,2,2,3,3,3,,5,5,5,1,1,1,4,3,5,2,1,2,2,2,3,3,3,12,3,1,9,10,2,2,2,3,2,2,3,3,4,2,0.76,2.22,1.68
2004-2600,Egypt,1,40,2,2,,6,2,1,2,2,1,1,6,,,11,6,,5,5,5,5,5,5,5,5,5,10,,1,10,1,2,1,2,2,2,2,4,2,2,2,2,3,,5,5,5,1,1,1,5,6,5,2,1,4,2,2,12,4,4,12,3,4,9,7,2,3,1,3,5,4,4,4,4,2,0.76,2.22,1.68
2004-2601,Egypt,1,40,3,2,,4,2,1,3,1,1,1,2,4,3,4,3,3,4,4,2,2,4,4,4,4,4,9,,9,,1,2,1,2,3,2,2,4,2,2,2,1,3,,5,5,5,1,1,1,5,1,5,2,1,2,2,2,4,2,2,10,3,4,5,10,3,3,3,1,4,3,4,4,4,2,0.76,2.22,1.68
2004-2602,Egypt,1,40,1,2,,6,2,1,2,2,1,1,5,4,11,4,2,11,4,4,4,4,4,4,4,4,4,9,,6,1,1,2,1,3,3,2,3,4,2,2,2,1,3,,5,5,5,1,1,1,4,3,5,1,1,2,2,2,1,4,3,12,3,1,20,10,2,2,1,3,5,4,4,4,4,2,0.76,2.22,1.68
2004-2603,Egypt,1,40,1,2,,4,2,1,3,1,1,1,2,4,3,4,3,3,4,4,2,2,4,4,4,4,4,9,,9,,1,2,1,2,3,2,2,4,2,2,2,1,3,,5,5,5,1,1,1,5,1,5,2,1,2,2,2,4,2,2,10,3,4,5,10,3,3,3,1,4,3,4,4,4,2,0.76,2.22,1.68
2004-2604,Egypt,1,40,2,2,,6,2,1,2,2,1,1,4,4,8,4,3,8,4,4,3,3,3,4,4,3,5,9,,1,6,5,2,1,3,3,2,2,4,2,2,3,1,3,,5,5,5,5,1,1,5,6,5,2,1,2,2,2,1,4,4,10,3,4,,10,2,1,1,3,5,4,4,4,4,2,0.76,2.22,1.68
