dataset,country_id,country,initial_observations,final_observations,original_variables,substantive_variables,final_variables,dup_observations_at_85,dup_observations_at_90,dup_observations_at_95,dup_observations_at_100,varlist
worldvaluessurvey_wave3,51,Taiwan,780,780,281,234,207,0,0,0,0,V4 V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V38 V39 V40 V41 V42 V43 V44 V45 V46 V47 V48 V49 V50 V51 V52 V53 V54 V55 V57 V58 V59 V60 V61 V62 V63 V64 V65 v66 V6
worldvaluessurvey_wave3,52,Turkey,1907,1907,281,234,189,12,5,2,0,V4 V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V38 V39 V40 V41 V45 V46 V47 V48 V49 V50 V51 V52 V53 V54 V55 V56_07 V57 V58 V59 V60 V61 V62 V63 V64 V65 v66 V67 V68
worldvaluessurvey_wave3,53,Ukraine,2811,2811,281,234,208,75,48,22,2,V4 V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V38 V39 V40 V41 V44 V45 V46 V47 V48 V49 V50 V51 V52 V53 V54 V55 V56_03 V57 V58 V59 V60 V61 V62 V63 V64 V65 v66 V67
worldvaluessurvey_wave3,54,United States,1542,1542,281,234,210,10,2,0,0,V4 V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V38 V39 V40 V41 V42 V43 V44 V45 V46 V47 V48 V49 V50 V51 V52 V53 V54 V55 V56_01 V57 V58 V59 V60 V61 V62 V63 V64 V65
worldvaluessurvey_wave3,55,Uruguay,1000,1000,281,234,210,18,9,0,0,V4 V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V38 V39 V40 V41 V42 V43 V44 V45 V46 V47 V48 V49 V50 V51 V52 V53 V54 V55 V56_02 V57 V58 V59 V60 V61 V62 V63 V64 V65
worldvaluessurvey_wave3,56,Venezuela,1200,1200,281,234,209,27,15,4,0,V4 V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V38 V39 V40 V41 V42 V43 V44 V45 V46 V47 V48 V49 V50 V51 V52 V53 V54 V55 V56_02 V57 V58 V59 V60 V61 V62 V63 V64 V65
worldvaluessurvey_wave4,1,Albania,1000,1000,373,277,223,8,2,2,2,v4 v5 v6 v7 v8 v9 v10 v11 v12 v13 v14 v15 v16 v17 v18 v19 v20 v21 v22 v23 v24 v25 v26 v27 v28 v29 v30 v31 v32 v33 v34 v35 v36 v37 v38 v39 v40 v41 v42 v43 v44 v45 v46 v47 v48 v49 v50 v51 v52 v53 v54 v55 v56 v57 v58 v59 v60 v61 v62 v63 v64 v65 v6
worldvaluessurvey_wave4,2,Algeria,1282,1282,373,277,193,106,89,76,34,v4 v5 v6 v7 v8 v9 v10 v11 v12 v13 v14 v15 v16 v17 v18 v19 v20 v21 v22 v23 v24 v25 v26 v27 v28 v29 v30 v31 v32 v36 v38 v39 v40 v41 v43 v44 v45 v46 v47 v48 v49 v50 v54 v55 v56 v58 v59 v60 v61 v62 v63 v64 v65 v68 v69 v70 v71 v73 v74 v75 v76 v77_03
worldvaluessurvey_wave4,3,Argentina,1280,1280,373,277,219,2,0,0,0,v4 v5 v6 v7 v8 v9 v10 v11 v12 v13 v14 v15 v16 v17 v18 v19 v20 v21 v22 v23 v24 v25 v26 v27 v28 v29 v30 v31 v32 v33 v34 v35 v36 v37 v38 v39 v40 v41 v42 v43 v44 v45 v46 v47 v48 v49 v50 v52 v53 v54 v55 v56 v57 v58 v59 v60 v61 v62 v63 v64 v65 v66 v6
worldvaluessurvey_wave4,4,Bangladesh,1500,1500,373,277,218,298,164,89,6,v4 v5 v6 v7 v8 v9 v10 v11 v12 v13 v14 v15 v16 v17 v18 v19 v20 v21 v22 v23 v24 v25 v26 v27 v28 v29 v30 v31 v32 v33 v34 v35 v36 v37 v38 v39 v40 v41 v42 v43 v44 v45 v46 v47 v48 v49 v50 v51 v52 v53 v54 v55 v56 v57 v58 v59 v60 v61 v63 v64 v65 v66 v6
worldvaluessurvey_wave4,5,Bosnia,1200,1200,373,277,223,17,2,0,0,v4 v5 v6 v7 v8 v9 v10 v11 v12 v13 v14 v15 v16 v17 v18 v19 v20 v21 v22 v23 v24 v25 v26 v27 v28 v29 v30 v31 v32 v33 v34 v35 v36 v37 v38 v39 v40 v41 v42 v43 v44 v45 v46 v47 v48 v49 v50 v51 v52 v53 v54 v55 v56 v57 v58 v59 v60 v61 v62 v63 v64 v65 v6
worldvaluessurvey_wave4,6,Canada,1931,1931,373,277,220,0,0,0,0,v4 v5 v6 v7 v8 v9 v10 v11 v12 v13 v14 v15 v16 v17 v18 v19 v20 v21 v22 v23 v24 v25 v26 v27 v28 v29 v30 v31 v32 v33 v34 v35 v36 v37 v38 v39 v40 v41 v42 v43 v44 v45 v46 v47 v48 v49 v50 v51 v52 v53 v54 v55 v56 v57 v58 v59 v60 v61 v62 v63 v64 v65 v6
worldvaluessurvey_wave4,7,Chile,1200,1200,373,277,222,290,266,220,27,v4 v5 v6 v7 v8 v9 v10 v11 v12 v13 v14 v15 v16 v17 v18 v19 v20 v21 v22 v23 v24 v25 v26 v27 v28 v29 v30 v31 v32 v33 v34 v35 v36 v37 v38 v39 v40 v41 v42 v43 v44 v45 v46 v47 v48 v49 v50 v51 v52 v53 v54 v55 v56 v57 v58 v59 v60 v61 v62 v63 v64 v65 v6
worldvaluessurvey_wave4,8,China,1000,1000,373,277,190,21,4,0,0,v4 v5 v6 v7 v8 v9 v10 v11 v12 v13 v14 v15 v16 v17 v18 v19 v20 v21 v23 v24 v25 v26 v27 v28 v29 v30 v31 v32 v33 v34 v35 v36 v37 v38 v39 v40 v41 v42 v43 v44 v45 v46 v47 v48 v49 v50 v51 v52 v54 v55 v56 v57 v58 v59 v60 v61 v62 v63 v64 v65 v66 v67 v6
worldvaluessurvey_wave4,9,Egypt,3000,3000,373,277,159,18,18,2,0,v4 v5 v6 v7 v8 v9 v10 v11 v12 v13 v14 v15 v16 v17 v18 v19 v20 v21 v22 v23 v24 v25 v26 v27 v28 v29 v30 v31 v32 v36 v38 v68 v69 v70 v71 v73 v74 v75 v76 v77_01 v78 v79 v80 v81 v82 v83 v86 v87 v88 v89 v90 v91 v92 v93 v94 v95 v96 v103 v104 v105 v106
worldvaluessurvey_wave4,10,India,2002,2002,373,277,222,395,290,221,26,v4 v5 v6 v7 v8 v9 v10 v11 v12 v13 v14 v15 v16 v17 v18 v19 v20 v21 v22 v23 v24 v25 v26 v27 v28 v29 v30 v31 v32 v33 v34 v35 v36 v37 v38 v39 v40 v41 v42 v43 v44 v45 v46 v47 v48 v49 v50 v51 v52 v53 v54 v55 v56 v57 v58 v59 v60 v61 v62 v63 v64 v65 v6
worldvaluessurvey_wave4,11,Indonesia,1000,1000,373,277,168,61,20,10,0,v4 v5 v6 v7 v8 v9 v10 v11 v12 v13 v14 v15 v16 v17 v18 v19 v20 v21 v22 v23 v24 v25 v26 v27 v28 v29 v30 v31 v32 v36 v38 v68 v69 v70 v71 v73 v74 v75 v76 v77_03 v77_05 v78 v79 v80 v81 v82 v83 v86 v87 v88 v89 v90 v91 v92 v93 v94 v95 v96 v103 v104 v1
worldvaluessurvey_wave4,12,Iran,2532,2532,373,277,159,301,227,30,0,v4 v5 v6 v7 v8 v9 v10 v11 v12 v13 v14 v15 v16 v17 v18 v19 v20 v21 v22 v23 v24 v25 v26 v27 v28 v29 v30 v31 v32 v36 v38 v68 v69 v70 v71 v73 v74 v75 v76 v77_03 v77_06 v78 v79 v80 v81 v82 v83 v86 v87 v88 v89 v90 v91 v92 v93 v94 v95 v96 v103 v104 v1
worldvaluessurvey_wave4,13,Iraq,2325,2325,373,277,99,87,55,31,20,v4 v5 v6 v7 v8 v9 v11 v12 v15 v17 v19 v20 v22 v24 v25 v26 v32 v68 v77_01 v77_03 v77_15 v77_17 v77_18 v77_19 v77_20 v77_21 v77_22 v77_23 v77_24 v77_25 v77_26 v77_27 v78 v80 v81 v82 v106 v107 v108 v110 v113 v115 v116 v117 v118 v119 v122 v123 v126
worldvaluessurvey_wave4,14,Israel,1199,1199,373,277,57,4,0,0,0,v11 v15 v16 v17 v18 v19 v20 v21 v22 v23 v24 v25 v32 v36 v81 v83 v84 v85 v97 v98 v99 v100 v101 v102 v106 v120 v121 v122 v123 v124 v125 v126 v127 v128 v129 v130 v131 v133 v134 v135 v136 v137 v138 v139 v141 v143 v184 v196 v207 v208 v209 v210 v211
worldvaluessurvey_wave4,15,Japan,1362,1362,373,277,214,0,0,0,0,v4 v5 v6 v7 v8 v9 v10 v11 v12 v13 v14 v15 v16 v17 v18 v19 v20 v21 v22 v23 v24 v25 v26 v27 v28 v29 v30 v31 v32 v33 v34 v35 v36 v37 v38 v39 v40 v41 v42 v43 v44 v45 v46 v47 v48 v49 v50 v51 v52 v53 v54 v55 v56 v57 v58 v59 v60 v61 v62 v63 v64 v65 v6
worldvaluessurvey_wave4,16,Jordan,1223,1223,373,277,168,2,0,0,0,v4 v5 v6 v7 v8 v9 v10 v11 v12 v13 v14 v15 v16 v17 v18 v19 v20 v21 v22 v23 v24 v25 v26 v27 v28 v29 v30 v31 v32 v36 v37 v68 v69 v70 v71 v73 v74 v75 v76 v77_03 v77_07 v78 v79 v80 v81 v82 v83 v86 v87 v88 v89 v90 v91 v92 v93 v94 v95 v96 v103 v104 v1
worldvaluessurvey_wave4,17,Kyrgyzstan,1043,1043,373,277,224,60,34,2,0,v4 v5 v6 v7 v8 v9 v10 v11 v12 v13 v14 v15 v16 v17 v18 v19 v20 v21 v22 v23 v24 v25 v26 v27 v28 v29 v30 v31 v32 v33 v34 v35 v36 v37 v38 v39 v40 v41 v42 v43 v44 v45 v46 v47 v48 v49 v50 v51 v52 v53 v54 v55 v56 v57 v58 v59 v60 v61 v62 v63 v64 v65 v6
worldvaluessurvey_wave4,18,Macedonia,1055,1055,373,277,223,27,14,4,0,v4 v5 v6 v7 v8 v9 v10 v11 v12 v13 v14 v15 v16 v17 v18 v19 v20 v21 v22 v23 v24 v25 v26 v27 v28 v29 v30 v31 v32 v33 v34 v35 v36 v37 v38 v39 v40 v41 v42 v43 v44 v45 v46 v47 v48 v49 v50 v51 v52 v53 v54 v55 v56 v57 v58 v59 v60 v61 v62 v63 v64 v65 v6
worldvaluessurvey_wave4,19,Mexico,1535,1535,373,277,228,12,8,4,0,v4 v5 v6 v7 v8 v9 v10 v11 v12 v13 v14 v15 v16 v17 v18 v19 v20 v21 v22 v23 v24 v25 v26 v27 v28 v29 v30 v31 v32 v33 v34 v35 v36 v37 v38 v39 v40 v41 v42 v43 v44 v45 v46 v47 v48 v49 v50 v51 v52 v53 v54 v55 v56 v57 v58 v59 v60 v61 v62 v63 v64 v65 v6
worldvaluessurvey_wave4,20,Moldova,1008,1008,373,277,223,49,30,23,4,v4 v5 v6 v7 v8 v9 v10 v11 v12 v13 v14 v15 v16 v17 v18 v19 v20 v21 v22 v23 v24 v25 v26 v27 v28 v29 v30 v31 v32 v33 v34 v35 v36 v37 v38 v39 v40 v41 v42 v43 v44 v45 v46 v47 v48 v49 v50 v51 v52 v53 v54 v55 v56 v57 v58 v59 v60 v61 v62 v63 v64 v65 v6
worldvaluessurvey_wave4,21,Montenegro,1060,1060,373,277,224,14,6,6,2,v4 v5 v6 v7 v8 v9 v10 v11 v12 v13 v14 v15 v16 v17 v18 v19 v20 v21 v22 v23 v24 v25 v26 v27 v28 v29 v30 v31 v32 v33 v34 v35 v36 v37 v38 v39 v40 v41 v42 v43 v44 v45 v46 v47 v48 v49 v50 v51 v52 v53 v54 v55 v56 v57 v58 v59 v60 v61 v62 v63 v64 v65 v6
worldvaluessurvey_wave4,22,Morocco,1251,1251,373,277,189,10,4,0,0,v4 v5 v6 v7 v8 v9 v10 v11 v12 v13 v14 v15 v16 v17 v18 v19 v20 v21 v22 v23 v24 v25 v26 v27 v28 v29 v30 v31 v32 v36 v39 v40 v41 v42 v43 v44 v45 v46 v47 v48 v49 v50 v51 v52 v53 v68 v69 v70 v71 v73 v74 v75 v76 v77_09 v77_10 v78 v79 v80 v81 v82 v83
worldvaluessurvey_wave4,23,Nigeria,2022,2022,373,277,165,107,73,49,10,v4 v5 v6 v7 v8 v9 v10 v11 v12 v13 v14 v15 v16 v17 v18 v19 v20 v21 v22 v23 v24 v25 v26 v27 v28 v29 v30 v31 v32 v36 v38 v68 v69 v70 v71 v73 v74 v75 v76 v77_03 v77_11 v78 v79 v80 v81 v82 v83 v86 v87 v88 v89 v90 v92 v93 v94 v95 v96 v103 v104 v105 v
worldvaluessurvey_wave4,24,Pakistan,2000,2000,373,277,139,77,2,0,0,v4 v5 v6 v7 v8 v9 v10 v11 v12 v13 v14 v15 v16 v17 v18 v19 v20 v21 v22 v23 v24 v25 v26 v27 v28 v29 v30 v31 v32 v36 v38 v68 v69 v70 v71 v73 v74 v75 v77_03 v78 v79 v80 v81 v82 v106 v107 v108 v109 v110 v111 v112 v113 v114 v115 v116 v117 v118 v119 v
worldvaluessurvey_wave4,25,Peru,1501,1501,373,277,211,19,6,0,0,v4 v5 v6 v7 v8 v9 v10 v11 v12 v13 v14 v15 v16 v17 v18 v19 v20 v21 v22 v23 v24 v25 v26 v27 v28 v29 v30 v31 v32 v33 v34 v35 v36 v37 v38 v39 v40 v41 v42 v43 v44 v45 v46 v47 v48 v49 v50 v51 v52 v53 v54 v55 v56 v57 v58 v59 v60 v61 v62 v63 v64 v65 v6
worldvaluessurvey_wave4,26,Philippines,1200,1200,373,277,227,6,4,2,2,v4 v5 v6 v7 v8 v9 v10 v11 v12 v13 v14 v15 v16 v17 v18 v19 v20 v21 v22 v23 v24 v25 v26 v27 v28 v29 v30 v31 v32 v33 v34 v35 v36 v37 v38 v39 v40 v41 v42 v43 v44 v45 v46 v47 v48 v49 v50 v51 v52 v53 v54 v55 v56 v57 v58 v59 v60 v61 v62 v63 v64 v65 v6
worldvaluessurvey_wave4,27,Puerto Rico,720,720,373,277,211,2,2,0,0,v4 v5 v6 v7 v8 v9 v10 v11 v12 v13 v14 v15 v16 v17 v18 v19 v20 v21 v22 v23 v24 v25 v26 v27 v28 v29 v30 v31 v32 v33 v34 v35 v36 v37 v38 v39 v40 v41 v42 v43 v44 v45 v46 v47 v48 v49 v50 v51 v52 v53 v54 v55 v56 v57 v58 v59 v60 v61 v62 v63 v64 v65 v6
worldvaluessurvey_wave4,28,Saudi Arabia,1502,1502,373,277,139,89,69,34,4,v4 v5 v6 v7 v8 v9 v10 v11 v12 v13 v14 v15 v16 v17 v18 v19 v20 v21 v22 v23 v24 v25 v26 v27 v28 v29 v30 v31 v32 v36 v37 v68 v69 v71 v73 v74 v75 v77_03 v78 v79 v80 v81 v82 v83 v86 v87 v88 v89 v90 v91 v92 v93 v94 v95 v96 v103 v104 v105 v106 v107 v1
worldvaluessurvey_wave4,29,Serbia,1200,1200,373,277,222,4,4,2,0,v4 v5 v6 v7 v8 v9 v10 v11 v12 v13 v14 v15 v16 v17 v18 v19 v20 v21 v22 v23 v24 v25 v26 v27 v28 v29 v30 v31 v32 v33 v34 v35 v36 v37 v38 v39 v40 v41 v42 v43 v44 v45 v46 v47 v48 v49 v50 v52 v53 v54 v55 v56 v57 v58 v59 v60 v61 v62 v63 v64 v65 v67 v6
worldvaluessurvey_wave4,30,Singapore,1512,1512,373,277,173,8,2,2,2,v4 v5 v6 v7 v8 v9 v10 v11 v13 v14 v15 v16 v17 v18 v19 v20 v21 v22 v23 v24 v25 v26 v27 v28 v29 v30 v31 v32 v33 v34 v35 v36 v39 v40 v41 v42 v43 v44 v45 v46 v47 v48 v49 v50 v51 v52 v53 v54 v55 v56 v57 v58 v59 v60 v61 v62 v63 v64 v65 v66 v67 v68 v6
worldvaluessurvey_wave4,31,South Africa,3000,3000,373,277,220,22,10,2,0,v4 v5 v6 v7 v8 v9 v10 v11 v12 v13 v14 v15 v16 v17 v18 v19 v20 v21 v22 v23 v24 v25 v26 v27 v28 v29 v30 v31 v32 v33 v34 v35 v36 v37 v38 v39 v40 v41 v42 v43 v44 v45 v46 v47 v48 v49 v50 v51 v52 v53 v54 v55 v56 v57 v58 v59 v60 v61 v62 v63 v64 v65 v6
worldvaluessurvey_wave4,32,South Korea,1200,1200,373,277,202,23,18,8,2,v4 v5 v6 v7 v8 v9 v10 v11 v12 v13 v14 v15 v16 v17 v18 v19 v20 v21 v22 v23 v24 v25 v26 v27 v28 v29 v30 v31 v32 v33 v34 v35 v36 v37 v38 v39 v40 v41 v42 v43 v44 v45 v46 v47 v48 v49 v50 v51 v52 v54 v55 v56 v57 v58 v59 v60 v61 v62 v63 v64 v65 v66 v6
worldvaluessurvey_wave4,33,Spain,1209,1209,373,277,224,20,16,6,0,v4 v5 v6 v7 v8 v9 v10 v11 v12 v13 v14 v15 v16 v17 v18 v19 v20 v21 v22 v23 v24 v25 v26 v27 v28 v29 v30 v31 v32 v33 v34 v35 v36 v37 v38 v39 v40 v41 v42 v43 v44 v45 v46 v47 v48 v49 v50 v51 v52 v53 v54 v55 v56 v57 v58 v59 v60 v61 v62 v63 v64 v65 v6
worldvaluessurvey_wave4,34,Sweden,1015,1015,373,277,194,0,0,0,0,v4 v5 v6 v7 v8 v9 v10 v11 v13 v14 v15 v16 v17 v18 v19 v20 v21 v22 v23 v24 v25 v26 v28 v29 v30 v31 v32 v33 v34 v35 v36 v37 v38 v39 v40 v41 v42 v43 v44 v45 v46 v47 v48 v49 v50 v51 v52 v53 v54 v55 v56 v57 v58 v59 v60 v61 v62 v63 v64 v65 v66 v67 v6
worldvaluessurvey_wave4,35,Tanzania,1171,1171,373,277,227,111,35,15,2,v4 v5 v6 v7 v8 v9 v10 v11 v12 v13 v14 v15 v16 v17 v18 v19 v20 v21 v22 v23 v24 v25 v26 v27 v28 v29 v30 v31 v32 v33 v34 v35 v36 v37 v38 v39 v40 v41 v42 v43 v44 v45 v46 v47 v48 v49 v50 v51 v52 v53 v54 v55 v56 v57 v58 v59 v60 v61 v62 v63 v64 v65 v6
worldvaluessurvey_wave4,36,Turkey,3401,3401,373,277,142,6,2,0,0,v4 v5 v6 v7 v8 v9 v11 v12 v13 v14 v15 v16 v17 v18 v19 v20 v21 v22 v23 v24 v25 v26 v27 v28 v29 v32 v36 v38 v68 v69 v70 v71 v73 v74 v75 v76 v77_03 v77_15 v78 v79 v80 v81 v82 v83 v86 v87 v88 v89 v90 v91 v92 v93 v94 v95 v96 v103 v104 v105 v106 v107
worldvaluessurvey_wave4,37,Uganda,1002,1002,373,277,224,18,10,2,0,v4 v5 v6 v7 v8 v9 v10 v11 v12 v13 v14 v15 v16 v17 v18 v19 v20 v21 v22 v23 v24 v25 v26 v27 v28 v29 v30 v31 v32 v33 v34 v35 v36 v37 v38 v39 v40 v41 v42 v43 v44 v45 v46 v47 v48 v49 v50 v51 v52 v53 v54 v55 v56 v57 v58 v59 v60 v61 v62 v63 v64 v65 v6
worldvaluessurvey_wave4,38,United States,1200,1200,373,277,220,2,2,0,0,v4 v5 v6 v7 v8 v9 v10 v11 v12 v13 v14 v15 v16 v17 v18 v19 v20 v21 v22 v23 v24 v25 v26 v27 v28 v29 v30 v31 v32 v33 v34 v35 v36 v37 v38 v39 v40 v41 v42 v43 v44 v45 v46 v47 v48 v49 v50 v51 v52 v53 v54 v55 v56 v57 v58 v59 v60 v61 v62 v63 v64 v65 v6
worldvaluessurvey_wave4,39,Venezuela,1200,1200,373,277,167,42,25,5,0,v4 v5 v6 v7 v8 v9 v10 v11 v13 v14 v15 v16 v17 v18 v19 v20 v21 v22 v23 v24 v25 v26 v27 v28 v29 v30 v31 v32 v36 v38 v39 v40 v41 v42 v43 v44 v45 v46 v47 v48 v49 v50 v51 v52 v53 v68 v69 v70 v71 v73 v74 v75 v76 v77_03 v78 v79 v80 v81 v82 v83 v84 v85
worldvaluessurvey_wave4,40,Viet Nam,1000,1000,373,277,225,84,13,0,0,v4 v5 v6 v7 v8 v9 v10 v11 v12 v13 v14 v15 v16 v17 v18 v19 v20 v21 v22 v23 v24 v25 v26 v27 v28 v29 v30 v31 v32 v33 v34 v35 v36 v37 v38 v39 v40 v41 v42 v43 v44 v45 v46 v47 v48 v49 v50 v51 v52 v53 v54 v55 v56 v57 v58 v59 v60 v61 v62 v63 v64 v65 v6
worldvaluessurvey_wave4,41,Zimbabwe,1002,1002,373,277,223,2,0,0,0,v4 v5 v6 v7 v8 v9 v10 v11 v12 v13 v14 v15 v16 v17 v18 v19 v20 v21 v22 v23 v24 v25 v26 v27 v28 v29 v30 v31 v32 v33 v34 v35 v36 v37 v38 v39 v40 v41 v42 v43 v44 v45 v46 v47 v48 v49 v50 v51 v52 v53 v54 v55 v56 v57 v58 v59 v60 v61 v62 v63 v64 v65 v6
worldvaluessurvey_wave5,1,Andorra_ballot_a,292,292,366,296,225,0,0,0,0,V4 V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V38 V39 V40 V41 V42 V43 V44 V45 V46 V47 V48 V49 V50 V51 V52 V53 V54 V55 V56 V57 V58 V59 V60 V61 V62 V63 V64 V65 V6
worldvaluessurvey_wave5,2,Andorra_ballot_b,711,711,366,296,230,5,4,2,0,V4 V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V38 V39 V40 V41 V42 V43 V44 V45 V46 V47 V48 V49 V50 V51 V52 V53 V54 V55 V56 V57 V58 V59 V60 V61 V62 V63 V64 V65 V6
worldvaluessurvey_wave5,3,Argentina,1002,1002,366,296,221,0,0,0,0,V4 V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V34 V35 V36 V37 V38 V39 V40 V41 V42 V44 V45 V46 V47 V48 V49 V50 V51 V52 V53 V54 V55 V56 V57 V58 V59 V60 V61 V62 V63 V64 V65 V66 V67 V6
worldvaluessurvey_wave5,4,Australia_ballot_a,703,703,366,296,227,0,0,0,0,V4 V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V38 V39 V40 V41 V42 V43_22 V44 V45 V46 V47 V48 V49 V50 V51 V52 V53 V54 V55 V56 V57 V58 V59 V60 V61 V62 V63 V64 V65
worldvaluessurvey_wave5,5,Australia_ballot_b,718,718,366,296,232,0,0,0,0,V4 V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V38 V39 V40 V41 V42 V43_22 V44 V45 V46 V47 V48 V49 V50 V51 V52 V53 V54 V55 V56 V57 V58 V59 V60 V61 V62 V63 V64 V65
worldvaluessurvey_wave5,6,Brazil,1500,1500,366,296,226,0,0,0,0,V4 V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V38 V39 V40 V41 V42 V43_17 V44 V45 V46 V47 V48 V49 V50 V51 V52 V53 V54 V55 V56 V57 V58 V59 V60 V61 V62 V63 V64 V65
worldvaluessurvey_wave5,7,Bulgaria,1001,1001,366,296,223,2,2,2,0,V4 V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V38 V39 V40 V41 V42 V43_03 V44 V45 V46 V47 V48 V49 V50 V51 V52 V53 V54 V55 V56 V57 V58 V59 V60 V61 V62 V63 V64 V65
worldvaluessurvey_wave5,8,Burkina Faso,1534,1533,366,296,225,45,33,14,0,V4 V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V38 V39 V40 V41 V42 V44 V45 V46 V47 V48 V49 V50 V51 V52 V53 V54 V55 V56 V57 V58 V59 V60 V61 V62 V63 V64 V65 V66 V6
worldvaluessurvey_wave5,9,Canada,2164,2164,366,296,223,0,0,0,0,V4 V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V38 V39 V40 V41 V42 V43_03 V44 V45 V46 V47 V48 V49 V50 V51 V52 V53 V54 V55 V56 V57 V58 V59 V60 V61 V62 V63 V64 V65
worldvaluessurvey_wave5,10,Chile,1000,1000,366,296,223,38,22,6,0,V4 V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V38 V39 V40 V41 V42 V43_29 V44 V45 V46 V47 V48 V49 V50 V51 V52 V53 V54 V55 V56 V57 V58 V59 V60 V61 V62 V63 V64 V65
worldvaluessurvey_wave5,11,China,1991,1991,366,296,203,34,13,2,0,V4 V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V38 V39 V40 V41 V42 V43 V44 V45 V46 V47 V48 V49 V50 V51 V52 V53 V54 V55 V56 V57 V58 V59 V60 V61 V62 V63 V64 V65 V6
worldvaluessurvey_wave5,12,Colombia,3025,3025,366,296,131,11,10,2,0,V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V38 V39 V40 V41 V43_22 V46 V47 V55 V59 V60 V61 V62 V63 V71 V72 V76 V77 V78 V79 V91 V92 V93 V94 V95 V96 V97 V98 V99 V104 V114 V115 V116 V
worldvaluessurvey_wave5,13,Cyprus,1050,1050,366,296,223,44,38,38,36,V4 V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V38 V39 V40 V41 V42 V43 V44 V45 V46 V47 V48 V49 V50 V51 V52 V53 V54 V55 V56 V57 V58 V59 V60 V61 V62 V63 V64 V65 V6
